,route_or_line,time,gated_entries,temp,precip,preciptype,snow,traincnt,date
0,Orange Line,2022-01-01 00:00:00,165.55,46.9,0.047,rain,0.0,0,2022-01-01
1,Orange Line,2022-01-01 00:30:00,53.49,46.9,0.047,rain,0.0,0,2022-01-01
2,Orange Line,2022-01-01 01:00:00,19.43,46.9,0.047,rain,0.0,0,2022-01-01
3,Orange Line,2022-01-01 01:30:00,10.96,46.9,0.047,rain,0.0,0,2022-01-01
4,Orange Line,2022-01-01 05:00:00,15.56,46.9,0.047,rain,0.0,0,2022-01-01
5,Orange Line,2022-01-01 05:30:00,197.05,46.9,0.047,rain,0.0,0,2022-01-01
6,Orange Line,2022-01-01 06:00:00,337.52,46.9,0.047,rain,0.0,0,2022-01-01
7,Orange Line,2022-01-01 06:30:00,310.4,46.9,0.047,rain,0.0,0,2022-01-01
8,Orange Line,2022-01-01 07:00:00,366.47,46.9,0.047,rain,0.0,0,2022-01-01
9,Orange Line,2022-01-01 07:30:00,321.05,46.9,0.047,rain,0.0,0,2022-01-01
10,Orange Line,2022-01-01 08:00:00,362.35,46.9,0.047,rain,0.0,0,2022-01-01
11,Orange Line,2022-01-01 08:30:00,337.96,46.9,0.047,rain,0.0,0,2022-01-01
12,Orange Line,2022-01-01 09:00:00,417.75,46.9,0.047,rain,0.0,0,2022-01-01
13,Orange Line,2022-01-01 09:30:00,453.29,46.9,0.047,rain,0.0,0,2022-01-01
14,Orange Line,2022-01-01 10:00:00,564.68,46.9,0.047,rain,0.0,0,2022-01-01
15,Orange Line,2022-01-01 10:30:00,544.93,46.9,0.047,rain,0.0,3,2022-01-01
16,Orange Line,2022-01-01 11:00:00,633.39,46.9,0.047,rain,0.0,6,2022-01-01
17,Orange Line,2022-01-01 11:30:00,776.87,46.9,0.047,rain,0.0,7,2022-01-01
18,Orange Line,2022-01-01 12:00:00,866.18,46.9,0.047,rain,0.0,7,2022-01-01
19,Orange Line,2022-01-01 12:30:00,809.41,46.9,0.047,rain,0.0,7,2022-01-01
20,Orange Line,2022-01-01 13:00:00,711.94,46.9,0.047,rain,0.0,7,2022-01-01
21,Orange Line,2022-01-01 13:30:00,866.8,46.9,0.047,rain,0.0,7,2022-01-01
22,Orange Line,2022-01-01 14:00:00,833.19,46.9,0.047,rain,0.0,7,2022-01-01
23,Orange Line,2022-01-01 14:30:00,905.09,46.9,0.047,rain,0.0,7,2022-01-01
24,Orange Line,2022-01-01 15:00:00,1079.2,46.9,0.047,rain,0.0,8,2022-01-01
25,Orange Line,2022-01-01 15:30:00,1272.86,46.9,0.047,rain,0.0,8,2022-01-01
26,Orange Line,2022-01-01 16:00:00,1562.52,46.9,0.047,rain,0.0,8,2022-01-01
27,Orange Line,2022-01-01 16:30:00,1059.49,46.9,0.047,rain,0.0,9,2022-01-01
28,Orange Line,2022-01-01 17:00:00,961.08,46.9,0.047,rain,0.0,8,2022-01-01
29,Orange Line,2022-01-01 17:30:00,868.4,46.9,0.047,rain,0.0,8,2022-01-01
30,Orange Line,2022-01-01 18:00:00,799.81,46.9,0.047,rain,0.0,8,2022-01-01
31,Orange Line,2022-01-01 18:30:00,710.12,46.9,0.047,rain,0.0,8,2022-01-01
32,Orange Line,2022-01-01 19:00:00,638.49,46.9,0.047,rain,0.0,8,2022-01-01
33,Orange Line,2022-01-01 19:30:00,552.65,46.9,0.047,rain,0.0,8,2022-01-01
34,Orange Line,2022-01-01 20:00:00,503.31,46.9,0.047,rain,0.0,8,2022-01-01
35,Orange Line,2022-01-01 20:30:00,462.07,46.9,0.047,rain,0.0,8,2022-01-01
36,Orange Line,2022-01-01 21:00:00,435.62,46.9,0.047,rain,0.0,8,2022-01-01
37,Orange Line,2022-01-01 21:30:00,480.67,46.9,0.047,rain,0.0,8,2022-01-01
38,Orange Line,2022-01-01 22:00:00,429.7,46.9,0.047,rain,0.0,8,2022-01-01
39,Orange Line,2022-01-01 22:30:00,439.66,46.9,0.047,rain,0.0,8,2022-01-01
40,Orange Line,2022-01-01 23:00:00,372.55,46.9,0.047,rain,0.0,8,2022-01-01
41,Orange Line,2022-01-01 23:30:00,299.05,46.9,0.047,rain,0.0,8,2022-01-01
42,Orange Line,2022-01-02 00:00:00,81.39,43.0,0.229,rain,0.0,8,2022-01-02
43,Orange Line,2022-01-02 00:30:00,45.89,43.0,0.229,rain,0.0,8,2022-01-02
44,Orange Line,2022-01-02 01:00:00,24.03,43.0,0.229,rain,0.0,8,2022-01-02
45,Orange Line,2022-01-02 01:30:00,14.15,43.0,0.229,rain,0.0,8,2022-01-02
46,Orange Line,2022-01-02 02:00:00,8.32,43.0,0.229,rain,0.0,8,2022-01-02
47,Orange Line,2022-01-02 02:30:00,2.0,43.0,0.229,rain,0.0,8,2022-01-02
48,Orange Line,2022-01-02 04:00:00,1.8,43.0,0.229,rain,0.0,8,2022-01-02
49,Orange Line,2022-01-02 05:00:00,15.7,43.0,0.229,rain,0.0,8,2022-01-02
50,Orange Line,2022-01-02 05:30:00,204.03,43.0,0.229,rain,0.0,6,2022-01-02
51,Orange Line,2022-01-02 06:00:00,419.5,43.0,0.229,rain,0.0,2,2022-01-02
52,Orange Line,2022-01-02 06:30:00,320.93,43.0,0.229,rain,0.0,2,2022-01-02
53,Orange Line,2022-01-02 07:00:00,372.89,43.0,0.229,rain,0.0,0,2022-01-02
54,Orange Line,2022-01-02 07:30:00,359.5,43.0,0.229,rain,0.0,0,2022-01-02
55,Orange Line,2022-01-02 08:00:00,427.6,43.0,0.229,rain,0.0,0,2022-01-02
56,Orange Line,2022-01-02 08:30:00,383.86,43.0,0.229,rain,0.0,0,2022-01-02
57,Orange Line,2022-01-02 09:00:00,520.21,43.0,0.229,rain,0.0,0,2022-01-02
58,Orange Line,2022-01-02 09:30:00,607.91,43.0,0.229,rain,0.0,0,2022-01-02
59,Orange Line,2022-01-02 10:00:00,701.67,43.0,0.229,rain,0.0,0,2022-01-02
60,Orange Line,2022-01-02 10:30:00,655.27,43.0,0.229,rain,0.0,3,2022-01-02
61,Orange Line,2022-01-02 11:00:00,734.14,43.0,0.229,rain,0.0,7,2022-01-02
62,Orange Line,2022-01-02 11:30:00,851.19,43.0,0.229,rain,0.0,7,2022-01-02
63,Orange Line,2022-01-02 12:00:00,830.4,43.0,0.229,rain,0.0,7,2022-01-02
64,Orange Line,2022-01-02 12:30:00,871.29,43.0,0.229,rain,0.0,7,2022-01-02
65,Orange Line,2022-01-02 13:00:00,982.18,43.0,0.229,rain,0.0,7,2022-01-02
66,Orange Line,2022-01-02 13:30:00,1024.82,43.0,0.229,rain,0.0,7,2022-01-02
67,Orange Line,2022-01-02 14:00:00,990.75,43.0,0.229,rain,0.0,7,2022-01-02
68,Orange Line,2022-01-02 14:30:00,1114.26,43.0,0.229,rain,0.0,8,2022-01-02
69,Orange Line,2022-01-02 15:00:00,1189.47,43.0,0.229,rain,0.0,8,2022-01-02
70,Orange Line,2022-01-02 15:30:00,1131.94,43.0,0.229,rain,0.0,8,2022-01-02
71,Orange Line,2022-01-02 16:00:00,1234.48,43.0,0.229,rain,0.0,8,2022-01-02
72,Orange Line,2022-01-02 16:30:00,1153.0,43.0,0.229,rain,0.0,8,2022-01-02
73,Orange Line,2022-01-02 17:00:00,1203.68,43.0,0.229,rain,0.0,8,2022-01-02
74,Orange Line,2022-01-02 17:30:00,935.39,43.0,0.229,rain,0.0,8,2022-01-02
75,Orange Line,2022-01-02 18:00:00,896.77,43.0,0.229,rain,0.0,8,2022-01-02
76,Orange Line,2022-01-02 18:30:00,707.49,43.0,0.229,rain,0.0,9,2022-01-02
77,Orange Line,2022-01-02 19:00:00,614.62,43.0,0.229,rain,0.0,8,2022-01-02
78,Orange Line,2022-01-02 19:30:00,567.23,43.0,0.229,rain,0.0,8,2022-01-02
79,Orange Line,2022-01-02 20:00:00,647.7,43.0,0.229,rain,0.0,8,2022-01-02
80,Orange Line,2022-01-02 20:30:00,771.03,43.0,0.229,rain,0.0,8,2022-01-02
81,Orange Line,2022-01-02 21:00:00,1043.38,43.0,0.229,rain,0.0,8,2022-01-02
82,Orange Line,2022-01-02 21:30:00,510.61,43.0,0.229,rain,0.0,8,2022-01-02
83,Orange Line,2022-01-02 22:00:00,402.89,43.0,0.229,rain,0.0,8,2022-01-02
84,Orange Line,2022-01-02 22:30:00,291.39,43.0,0.229,rain,0.0,8,2022-01-02
85,Orange Line,2022-01-02 23:00:00,268.6,43.0,0.229,rain,0.0,8,2022-01-02
86,Orange Line,2022-01-02 23:30:00,182.4,43.0,0.229,rain,0.0,8,2022-01-02
87,Orange Line,2022-01-03 00:00:00,111.36,26.9,0.0,snow,0.1,8,2022-01-03
88,Orange Line,2022-01-03 00:30:00,42.53,26.9,0.0,snow,0.1,8,2022-01-03
89,Orange Line,2022-01-03 01:00:00,13.97,26.9,0.0,snow,0.1,8,2022-01-03
90,Orange Line,2022-01-03 01:30:00,15.96,26.9,0.0,snow,0.1,8,2022-01-03
91,Orange Line,2022-01-03 02:00:00,8.32,26.9,0.0,snow,0.1,8,2022-01-03
92,Orange Line,2022-01-03 02:30:00,3.88,26.9,0.0,snow,0.1,8,2022-01-03
93,Orange Line,2022-01-03 03:00:00,4.0,26.9,0.0,snow,0.1,8,2022-01-03
94,Orange Line,2022-01-03 03:30:00,5.26,26.9,0.0,snow,0.1,8,2022-01-03
95,Orange Line,2022-01-03 04:00:00,6.0,26.9,0.0,snow,0.1,8,2022-01-03
96,Orange Line,2022-01-03 04:30:00,68.4,26.9,0.0,snow,0.1,8,2022-01-03
97,Orange Line,2022-01-03 05:00:00,562.43,26.9,0.0,snow,0.1,8,2022-01-03
98,Orange Line,2022-01-03 05:30:00,705.66,26.9,0.0,snow,0.1,7,2022-01-03
99,Orange Line,2022-01-03 06:00:00,1282.31,26.9,0.0,snow,0.1,2,2022-01-03
100,Orange Line,2022-01-03 06:30:00,1263.72,26.9,0.0,snow,0.1,2,2022-01-03
101,Orange Line,2022-01-03 07:00:00,1560.88,26.9,0.0,snow,0.1,0,2022-01-03
102,Orange Line,2022-01-03 07:30:00,1742.07,26.9,0.0,snow,0.1,0,2022-01-03
103,Orange Line,2022-01-03 08:00:00,1882.47,26.9,0.0,snow,0.1,0,2022-01-03
104,Orange Line,2022-01-03 08:30:00,1463.17,26.9,0.0,snow,0.1,0,2022-01-03
105,Orange Line,2022-01-03 09:00:00,1188.19,26.9,0.0,snow,0.1,0,2022-01-03
106,Orange Line,2022-01-03 09:30:00,1053.64,26.9,0.0,snow,0.1,2,2022-01-03
107,Orange Line,2022-01-03 10:00:00,946.82,26.9,0.0,snow,0.1,6,2022-01-03
108,Orange Line,2022-01-03 10:30:00,1025.07,26.9,0.0,snow,0.1,11,2022-01-03
109,Orange Line,2022-01-03 11:00:00,1008.4,26.9,0.0,snow,0.1,13,2022-01-03
110,Orange Line,2022-01-03 11:30:00,1075.21,26.9,0.0,snow,0.1,14,2022-01-03
111,Orange Line,2022-01-03 12:00:00,1220.79,26.9,0.0,snow,0.1,15,2022-01-03
112,Orange Line,2022-01-03 12:30:00,1177.78,26.9,0.0,snow,0.1,15,2022-01-03
113,Orange Line,2022-01-03 13:00:00,1141.93,26.9,0.0,snow,0.1,15,2022-01-03
114,Orange Line,2022-01-03 13:30:00,1353.35,26.9,0.0,snow,0.1,15,2022-01-03
115,Orange Line,2022-01-03 14:00:00,1603.08,26.9,0.0,snow,0.1,15,2022-01-03
116,Orange Line,2022-01-03 14:30:00,1664.68,26.9,0.0,snow,0.1,14,2022-01-03
117,Orange Line,2022-01-03 15:00:00,2053.87,26.9,0.0,snow,0.1,14,2022-01-03
118,Orange Line,2022-01-03 15:30:00,1973.48,26.9,0.0,snow,0.1,13,2022-01-03
119,Orange Line,2022-01-03 16:00:00,2203.15,26.9,0.0,snow,0.1,13,2022-01-03
120,Orange Line,2022-01-03 16:30:00,2223.7,26.9,0.0,snow,0.1,13,2022-01-03
121,Orange Line,2022-01-03 17:00:00,2430.84,26.9,0.0,snow,0.1,13,2022-01-03
122,Orange Line,2022-01-03 17:30:00,1606.95,26.9,0.0,snow,0.1,13,2022-01-03
123,Orange Line,2022-01-03 18:00:00,1304.72,26.9,0.0,snow,0.1,13,2022-01-03
124,Orange Line,2022-01-03 18:30:00,976.5,26.9,0.0,snow,0.1,13,2022-01-03
125,Orange Line,2022-01-03 19:00:00,942.55,26.9,0.0,snow,0.1,13,2022-01-03
126,Orange Line,2022-01-03 19:30:00,749.24,26.9,0.0,snow,0.1,14,2022-01-03
127,Orange Line,2022-01-03 20:00:00,632.69,26.9,0.0,snow,0.1,15,2022-01-03
128,Orange Line,2022-01-03 20:30:00,479.49,26.9,0.0,snow,0.1,15,2022-01-03
129,Orange Line,2022-01-03 21:00:00,528.58,26.9,0.0,snow,0.1,15,2022-01-03
130,Orange Line,2022-01-03 21:30:00,486.74,26.9,0.0,snow,0.1,15,2022-01-03
131,Orange Line,2022-01-03 22:00:00,489.55,26.9,0.0,snow,0.1,15,2022-01-03
132,Orange Line,2022-01-03 22:30:00,330.02,26.9,0.0,snow,0.1,15,2022-01-03
133,Orange Line,2022-01-03 23:00:00,335.2,26.9,0.0,snow,0.1,15,2022-01-03
134,Orange Line,2022-01-03 23:30:00,187.94,26.9,0.0,snow,0.1,15,2022-01-03
135,Orange Line,2022-01-04 00:00:00,115.59,24.0,0.0,,0.0,15,2022-01-04
136,Orange Line,2022-01-04 00:30:00,51.78,24.0,0.0,,0.0,14,2022-01-04
137,Orange Line,2022-01-04 01:00:00,31.26,24.0,0.0,,0.0,13,2022-01-04
138,Orange Line,2022-01-04 01:30:00,18.05,24.0,0.0,,0.0,12,2022-01-04
139,Orange Line,2022-01-04 02:00:00,12.66,24.0,0.0,,0.0,11,2022-01-04
140,Orange Line,2022-01-04 02:30:00,2.0,24.0,0.0,,0.0,12,2022-01-04
141,Orange Line,2022-01-04 03:00:00,2.22,24.0,0.0,,0.0,11,2022-01-04
142,Orange Line,2022-01-04 03:30:00,1.66,24.0,0.0,,0.0,11,2022-01-04
143,Orange Line,2022-01-04 04:00:00,5.17,24.0,0.0,,0.0,10,2022-01-04
144,Orange Line,2022-01-04 04:30:00,63.39,24.0,0.0,,0.0,10,2022-01-04
145,Orange Line,2022-01-04 05:00:00,612.75,24.0,0.0,,0.0,10,2022-01-04
146,Orange Line,2022-01-04 05:30:00,832.38,24.0,0.0,,0.0,8,2022-01-04
147,Orange Line,2022-01-04 06:00:00,1399.53,24.0,0.0,,0.0,5,2022-01-04
148,Orange Line,2022-01-04 06:30:00,1784.6,24.0,0.0,,0.0,2,2022-01-04
149,Orange Line,2022-01-04 07:00:00,1932.66,24.0,0.0,,0.0,0,2022-01-04
150,Orange Line,2022-01-04 07:30:00,1900.5,24.0,0.0,,0.0,0,2022-01-04
151,Orange Line,2022-01-04 08:00:00,2155.32,24.0,0.0,,0.0,0,2022-01-04
152,Orange Line,2022-01-04 08:30:00,1649.47,24.0,0.0,,0.0,0,2022-01-04
153,Orange Line,2022-01-04 09:00:00,1330.47,24.0,0.0,,0.0,0,2022-01-04
154,Orange Line,2022-01-04 09:30:00,1080.16,24.0,0.0,,0.0,3,2022-01-04
155,Orange Line,2022-01-04 10:00:00,995.46,24.0,0.0,,0.0,5,2022-01-04
156,Orange Line,2022-01-04 10:30:00,930.82,24.0,0.0,,0.0,10,2022-01-04
157,Orange Line,2022-01-04 11:00:00,1018.43,24.0,0.0,,0.0,13,2022-01-04
158,Orange Line,2022-01-04 11:30:00,968.63,24.0,0.0,,0.0,14,2022-01-04
159,Orange Line,2022-01-04 12:00:00,1056.33,24.0,0.0,,0.0,11,2022-01-04
160,Orange Line,2022-01-04 12:30:00,1089.19,24.0,0.0,,0.0,14,2022-01-04
161,Orange Line,2022-01-04 13:00:00,1173.34,24.0,0.0,,0.0,15,2022-01-04
162,Orange Line,2022-01-04 13:30:00,1534.22,24.0,0.0,,0.0,15,2022-01-04
163,Orange Line,2022-01-04 14:00:00,2053.4,24.0,0.0,,0.0,15,2022-01-04
164,Orange Line,2022-01-04 14:30:00,2160.23,24.0,0.0,,0.0,15,2022-01-04
165,Orange Line,2022-01-04 15:00:00,2303.18,24.0,0.0,,0.0,15,2022-01-04
166,Orange Line,2022-01-04 15:30:00,2269.92,24.0,0.0,,0.0,15,2022-01-04
167,Orange Line,2022-01-04 16:00:00,2563.27,24.0,0.0,,0.0,13,2022-01-04
168,Orange Line,2022-01-04 16:30:00,2493.76,24.0,0.0,,0.0,13,2022-01-04
169,Orange Line,2022-01-04 17:00:00,2809.41,24.0,0.0,,0.0,13,2022-01-04
170,Orange Line,2022-01-04 17:30:00,2111.32,24.0,0.0,,0.0,13,2022-01-04
171,Orange Line,2022-01-04 18:00:00,1839.18,24.0,0.0,,0.0,13,2022-01-04
172,Orange Line,2022-01-04 18:30:00,1238.48,24.0,0.0,,0.0,13,2022-01-04
173,Orange Line,2022-01-04 19:00:00,1056.59,24.0,0.0,,0.0,13,2022-01-04
174,Orange Line,2022-01-04 19:30:00,807.62,24.0,0.0,,0.0,14,2022-01-04
175,Orange Line,2022-01-04 20:00:00,721.21,24.0,0.0,,0.0,15,2022-01-04
176,Orange Line,2022-01-04 20:30:00,556.43,24.0,0.0,,0.0,15,2022-01-04
177,Orange Line,2022-01-04 21:00:00,626.59,24.0,0.0,,0.0,15,2022-01-04
178,Orange Line,2022-01-04 21:30:00,1090.56,24.0,0.0,,0.0,15,2022-01-04
179,Orange Line,2022-01-04 22:00:00,1001.24,24.0,0.0,,0.0,15,2022-01-04
180,Orange Line,2022-01-04 22:30:00,462.55,24.0,0.0,,0.0,14,2022-01-04
181,Orange Line,2022-01-04 23:00:00,434.36,24.0,0.0,,0.0,14,2022-01-04
182,Orange Line,2022-01-04 23:30:00,227.08,24.0,0.0,,0.0,14,2022-01-04
183,Orange Line,2022-01-05 00:00:00,109.58,40.9,0.126,rain,0.0,14,2022-01-05
184,Orange Line,2022-01-05 00:30:00,36.87,40.9,0.126,rain,0.0,14,2022-01-05
185,Orange Line,2022-01-05 01:00:00,21.45,40.9,0.126,rain,0.0,14,2022-01-05
186,Orange Line,2022-01-05 01:30:00,9.88,40.9,0.126,rain,0.0,13,2022-01-05
187,Orange Line,2022-01-05 02:00:00,2.56,40.9,0.126,rain,0.0,12,2022-01-05
188,Orange Line,2022-01-05 02:30:00,6.51,40.9,0.126,rain,0.0,11,2022-01-05
189,Orange Line,2022-01-05 03:00:00,1.9,40.9,0.126,rain,0.0,11,2022-01-05
190,Orange Line,2022-01-05 03:30:00,0.66,40.9,0.126,rain,0.0,11,2022-01-05
191,Orange Line,2022-01-05 04:00:00,6.92,40.9,0.126,rain,0.0,10,2022-01-05
192,Orange Line,2022-01-05 04:30:00,64.47,40.9,0.126,rain,0.0,9,2022-01-05
193,Orange Line,2022-01-05 05:00:00,616.43,40.9,0.126,rain,0.0,9,2022-01-05
194,Orange Line,2022-01-05 05:30:00,843.8,40.9,0.126,rain,0.0,9,2022-01-05
195,Orange Line,2022-01-05 06:00:00,1334.5,40.9,0.126,rain,0.0,4,2022-01-05
196,Orange Line,2022-01-05 06:30:00,1691.94,40.9,0.126,rain,0.0,2,2022-01-05
197,Orange Line,2022-01-05 07:00:00,2014.09,40.9,0.126,rain,0.0,1,2022-01-05
198,Orange Line,2022-01-05 07:30:00,1961.78,40.9,0.126,rain,0.0,0,2022-01-05
199,Orange Line,2022-01-05 08:00:00,2048.75,40.9,0.126,rain,0.0,1,2022-01-05
200,Orange Line,2022-01-05 08:30:00,1685.81,40.9,0.126,rain,0.0,0,2022-01-05
201,Orange Line,2022-01-05 09:00:00,1255.3,40.9,0.126,rain,0.0,0,2022-01-05
202,Orange Line,2022-01-05 09:30:00,1091.6,40.9,0.126,rain,0.0,2,2022-01-05
203,Orange Line,2022-01-05 10:00:00,964.29,40.9,0.126,rain,0.0,5,2022-01-05
204,Orange Line,2022-01-05 10:30:00,900.2,40.9,0.126,rain,0.0,10,2022-01-05
205,Orange Line,2022-01-05 11:00:00,973.76,40.9,0.126,rain,0.0,13,2022-01-05
206,Orange Line,2022-01-05 11:30:00,1018.46,40.9,0.126,rain,0.0,15,2022-01-05
207,Orange Line,2022-01-05 12:00:00,1144.76,40.9,0.126,rain,0.0,15,2022-01-05
208,Orange Line,2022-01-05 12:30:00,1145.34,40.9,0.126,rain,0.0,15,2022-01-05
209,Orange Line,2022-01-05 13:00:00,1191.82,40.9,0.126,rain,0.0,15,2022-01-05
210,Orange Line,2022-01-05 13:30:00,1670.68,40.9,0.126,rain,0.0,15,2022-01-05
211,Orange Line,2022-01-05 14:00:00,1962.8,40.9,0.126,rain,0.0,15,2022-01-05
212,Orange Line,2022-01-05 14:30:00,2018.16,40.9,0.126,rain,0.0,14,2022-01-05
213,Orange Line,2022-01-05 15:00:00,2122.56,40.9,0.126,rain,0.0,14,2022-01-05
214,Orange Line,2022-01-05 15:30:00,2145.1,40.9,0.126,rain,0.0,13,2022-01-05
215,Orange Line,2022-01-05 16:00:00,2473.04,40.9,0.126,rain,0.0,13,2022-01-05
216,Orange Line,2022-01-05 16:30:00,2475.56,40.9,0.126,rain,0.0,13,2022-01-05
217,Orange Line,2022-01-05 17:00:00,2730.25,40.9,0.126,rain,0.0,13,2022-01-05
218,Orange Line,2022-01-05 17:30:00,1990.57,40.9,0.126,rain,0.0,13,2022-01-05
219,Orange Line,2022-01-05 18:00:00,1747.25,40.9,0.126,rain,0.0,13,2022-01-05
220,Orange Line,2022-01-05 18:30:00,1456.06,40.9,0.126,rain,0.0,13,2022-01-05
221,Orange Line,2022-01-05 19:00:00,1161.6,40.9,0.126,rain,0.0,13,2022-01-05
222,Orange Line,2022-01-05 19:30:00,874.47,40.9,0.126,rain,0.0,14,2022-01-05
223,Orange Line,2022-01-05 20:00:00,669.09,40.9,0.126,rain,0.0,15,2022-01-05
224,Orange Line,2022-01-05 20:30:00,611.09,40.9,0.126,rain,0.0,15,2022-01-05
225,Orange Line,2022-01-05 21:00:00,694.64,40.9,0.126,rain,0.0,15,2022-01-05
226,Orange Line,2022-01-05 21:30:00,1375.94,40.9,0.126,rain,0.0,15,2022-01-05
227,Orange Line,2022-01-05 22:00:00,1112.49,40.9,0.126,rain,0.0,15,2022-01-05
228,Orange Line,2022-01-05 22:30:00,524.55,40.9,0.126,rain,0.0,15,2022-01-05
229,Orange Line,2022-01-05 23:00:00,457.34,40.9,0.126,rain,0.0,15,2022-01-05
230,Orange Line,2022-01-05 23:30:00,281.32,40.9,0.126,rain,0.0,15,2022-01-05
231,Orange Line,2022-01-06 00:00:00,142.42,37.5,0.0,"rain,snow",0.2,14,2022-01-06
232,Orange Line,2022-01-06 00:30:00,44.43,37.5,0.0,"rain,snow",0.2,13,2022-01-06
233,Orange Line,2022-01-06 01:00:00,16.33,37.5,0.0,"rain,snow",0.2,12,2022-01-06
234,Orange Line,2022-01-06 01:30:00,7.49,37.5,0.0,"rain,snow",0.2,12,2022-01-06
235,Orange Line,2022-01-06 02:30:00,1.0,37.5,0.0,"rain,snow",0.2,11,2022-01-06
236,Orange Line,2022-01-06 03:00:00,3.46,37.5,0.0,"rain,snow",0.2,11,2022-01-06
237,Orange Line,2022-01-06 03:30:00,4.12,37.5,0.0,"rain,snow",0.2,11,2022-01-06
238,Orange Line,2022-01-06 04:00:00,4.0,37.5,0.0,"rain,snow",0.2,10,2022-01-06
239,Orange Line,2022-01-06 04:30:00,54.72,37.5,0.0,"rain,snow",0.2,11,2022-01-06
240,Orange Line,2022-01-06 05:00:00,643.26,37.5,0.0,"rain,snow",0.2,10,2022-01-06
241,Orange Line,2022-01-06 05:30:00,807.3,37.5,0.0,"rain,snow",0.2,8,2022-01-06
242,Orange Line,2022-01-06 06:00:00,1458.76,37.5,0.0,"rain,snow",0.2,3,2022-01-06
243,Orange Line,2022-01-06 06:30:00,1704.97,37.5,0.0,"rain,snow",0.2,0,2022-01-06
244,Orange Line,2022-01-06 07:00:00,2053.59,37.5,0.0,"rain,snow",0.2,0,2022-01-06
245,Orange Line,2022-01-06 07:30:00,2051.69,37.5,0.0,"rain,snow",0.2,0,2022-01-06
246,Orange Line,2022-01-06 08:00:00,2162.98,37.5,0.0,"rain,snow",0.2,0,2022-01-06
247,Orange Line,2022-01-06 08:30:00,1747.63,37.5,0.0,"rain,snow",0.2,0,2022-01-06
248,Orange Line,2022-01-06 09:00:00,1369.25,37.5,0.0,"rain,snow",0.2,0,2022-01-06
249,Orange Line,2022-01-06 09:30:00,1185.31,37.5,0.0,"rain,snow",0.2,2,2022-01-06
250,Orange Line,2022-01-06 10:00:00,1200.39,37.5,0.0,"rain,snow",0.2,5,2022-01-06
251,Orange Line,2022-01-06 10:30:00,1051.49,37.5,0.0,"rain,snow",0.2,11,2022-01-06
252,Orange Line,2022-01-06 11:00:00,1145.58,37.5,0.0,"rain,snow",0.2,13,2022-01-06
253,Orange Line,2022-01-06 11:30:00,1041.17,37.5,0.0,"rain,snow",0.2,15,2022-01-06
254,Orange Line,2022-01-06 12:00:00,1220.84,37.5,0.0,"rain,snow",0.2,15,2022-01-06
255,Orange Line,2022-01-06 12:30:00,1219.35,37.5,0.0,"rain,snow",0.2,15,2022-01-06
256,Orange Line,2022-01-06 13:00:00,1316.62,37.5,0.0,"rain,snow",0.2,15,2022-01-06
257,Orange Line,2022-01-06 13:30:00,1604.94,37.5,0.0,"rain,snow",0.2,15,2022-01-06
258,Orange Line,2022-01-06 14:00:00,2114.25,37.5,0.0,"rain,snow",0.2,15,2022-01-06
259,Orange Line,2022-01-06 14:30:00,2053.65,37.5,0.0,"rain,snow",0.2,14,2022-01-06
260,Orange Line,2022-01-06 15:00:00,2462.13,37.5,0.0,"rain,snow",0.2,14,2022-01-06
261,Orange Line,2022-01-06 15:30:00,2414.13,37.5,0.0,"rain,snow",0.2,14,2022-01-06
262,Orange Line,2022-01-06 16:00:00,2642.84,37.5,0.0,"rain,snow",0.2,13,2022-01-06
263,Orange Line,2022-01-06 16:30:00,2543.61,37.5,0.0,"rain,snow",0.2,14,2022-01-06
264,Orange Line,2022-01-06 17:00:00,2844.51,37.5,0.0,"rain,snow",0.2,13,2022-01-06
265,Orange Line,2022-01-06 17:30:00,2273.66,37.5,0.0,"rain,snow",0.2,14,2022-01-06
266,Orange Line,2022-01-06 18:00:00,2035.6,37.5,0.0,"rain,snow",0.2,11,2022-01-06
267,Orange Line,2022-01-06 18:30:00,1468.93,37.5,0.0,"rain,snow",0.2,13,2022-01-06
268,Orange Line,2022-01-06 19:00:00,1196.41,37.5,0.0,"rain,snow",0.2,12,2022-01-06
269,Orange Line,2022-01-06 19:30:00,927.66,37.5,0.0,"rain,snow",0.2,12,2022-01-06
270,Orange Line,2022-01-06 20:00:00,731.81,37.5,0.0,"rain,snow",0.2,14,2022-01-06
271,Orange Line,2022-01-06 20:30:00,590.24,37.5,0.0,"rain,snow",0.2,13,2022-01-06
272,Orange Line,2022-01-06 21:00:00,719.43,37.5,0.0,"rain,snow",0.2,13,2022-01-06
273,Orange Line,2022-01-06 21:30:00,1106.86,37.5,0.0,"rain,snow",0.2,13,2022-01-06
274,Orange Line,2022-01-06 22:00:00,1167.92,37.5,0.0,"rain,snow",0.2,13,2022-01-06
275,Orange Line,2022-01-06 22:30:00,607.57,37.5,0.0,"rain,snow",0.2,13,2022-01-06
276,Orange Line,2022-01-06 23:00:00,507.63,37.5,0.0,"rain,snow",0.2,13,2022-01-06
277,Orange Line,2022-01-06 23:30:00,276.71,37.5,0.0,"rain,snow",0.2,13,2022-01-06
278,Orange Line,2022-01-07 00:00:00,183.78,29.7,0.419,"rain,snow",3.4,13,2022-01-07
279,Orange Line,2022-01-07 00:30:00,71.98,29.7,0.419,"rain,snow",3.4,13,2022-01-07
