,route_or_line,time,gated_entries,temp,precip,preciptype,snow
0,Green Line,2022-01-01 00:00:00,121.0,46.9,0.047,rain,0.0
1,Green Line,2022-01-01 00:30:00,58.94,46.9,0.047,rain,0.0
2,Green Line,2022-01-01 01:00:00,12.48,46.9,0.047,rain,0.0
3,Green Line,2022-01-01 01:30:00,2.02,46.9,0.047,rain,0.0
4,Green Line,2022-01-01 05:00:00,18.7,46.9,0.047,rain,0.0
5,Green Line,2022-01-01 05:30:00,47.21,46.9,0.047,rain,0.0
6,Green Line,2022-01-01 06:00:00,76.35,46.9,0.047,rain,0.0
7,Green Line,2022-01-01 06:30:00,85.19,46.9,0.047,rain,0.0
8,Green Line,2022-01-01 07:00:00,111.17,46.9,0.047,rain,0.0
9,Green Line,2022-01-01 07:30:00,111.97,46.9,0.047,rain,0.0
10,Green Line,2022-01-01 08:00:00,88.55,46.9,0.047,rain,0.0
11,Green Line,2022-01-01 08:30:00,110.1,46.9,0.047,rain,0.0
12,Green Line,2022-01-01 09:00:00,138.91,46.9,0.047,rain,0.0
13,Green Line,2022-01-01 09:30:00,159.1,46.9,0.047,rain,0.0
14,Green Line,2022-01-01 10:00:00,210.93,46.9,0.047,rain,0.0
15,Green Line,2022-01-01 10:30:00,270.77,46.9,0.047,rain,0.0
16,Green Line,2022-01-01 11:00:00,333.04,46.9,0.047,rain,0.0
17,Green Line,2022-01-01 11:30:00,376.93,46.9,0.047,rain,0.0
18,Green Line,2022-01-01 12:00:00,423.98,46.9,0.047,rain,0.0
19,Green Line,2022-01-01 12:30:00,438.26,46.9,0.047,rain,0.0
20,Green Line,2022-01-01 13:00:00,397.15,46.9,0.047,rain,0.0
21,Green Line,2022-01-01 13:30:00,386.35,46.9,0.047,rain,0.0
22,Green Line,2022-01-01 14:00:00,528.33,46.9,0.047,rain,0.0
23,Green Line,2022-01-01 14:30:00,585.98,46.9,0.047,rain,0.0
24,Green Line,2022-01-01 15:00:00,626.26,46.9,0.047,rain,0.0
25,Green Line,2022-01-01 15:30:00,799.38,46.9,0.047,rain,0.0
26,Green Line,2022-01-01 16:00:00,998.78,46.9,0.047,rain,0.0
27,Green Line,2022-01-01 16:30:00,687.05,46.9,0.047,rain,0.0
28,Green Line,2022-01-01 17:00:00,696.45,46.9,0.047,rain,0.0
29,Green Line,2022-01-01 17:30:00,629.44,46.9,0.047,rain,0.0
30,Green Line,2022-01-01 18:00:00,604.82,46.9,0.047,rain,0.0
31,Green Line,2022-01-01 18:30:00,520.37,46.9,0.047,rain,0.0
32,Green Line,2022-01-01 19:00:00,404.64,46.9,0.047,rain,0.0
33,Green Line,2022-01-01 19:30:00,430.26,46.9,0.047,rain,0.0
34,Green Line,2022-01-01 20:00:00,387.87,46.9,0.047,rain,0.0
35,Green Line,2022-01-01 20:30:00,330.6,46.9,0.047,rain,0.0
36,Green Line,2022-01-01 21:00:00,316.22,46.9,0.047,rain,0.0
37,Green Line,2022-01-01 21:30:00,342.91,46.9,0.047,rain,0.0
38,Green Line,2022-01-01 22:00:00,317.26,46.9,0.047,rain,0.0
39,Green Line,2022-01-01 22:30:00,328.83,46.9,0.047,rain,0.0
40,Green Line,2022-01-01 23:00:00,298.22,46.9,0.047,rain,0.0
41,Green Line,2022-01-01 23:30:00,187.13,46.9,0.047,rain,0.0
42,Green Line,2022-01-02 00:00:00,81.13,43.0,0.229,rain,0.0
43,Green Line,2022-01-02 00:30:00,28.42,43.0,0.229,rain,0.0
44,Green Line,2022-01-02 01:00:00,22.71,43.0,0.229,rain,0.0
45,Green Line,2022-01-02 01:30:00,7.01,43.0,0.229,rain,0.0
46,Green Line,2022-01-02 02:00:00,3.26,43.0,0.229,rain,0.0
47,Green Line,2022-01-02 02:30:00,2.0,43.0,0.229,rain,0.0
48,Green Line,2022-01-02 04:30:00,1.0,43.0,0.229,rain,0.0
49,Green Line,2022-01-02 05:00:00,12.0,43.0,0.229,rain,0.0
50,Green Line,2022-01-02 05:30:00,43.48,43.0,0.229,rain,0.0
51,Green Line,2022-01-02 06:00:00,93.87,43.0,0.229,rain,0.0
52,Green Line,2022-01-02 06:30:00,89.99,43.0,0.229,rain,0.0
53,Green Line,2022-01-02 07:00:00,113.99,43.0,0.229,rain,0.0
54,Green Line,2022-01-02 07:30:00,98.88,43.0,0.229,rain,0.0
55,Green Line,2022-01-02 08:00:00,128.57,43.0,0.229,rain,0.0
56,Green Line,2022-01-02 08:30:00,132.57,43.0,0.229,rain,0.0
57,Green Line,2022-01-02 09:00:00,197.38,43.0,0.229,rain,0.0
58,Green Line,2022-01-02 09:30:00,201.78,43.0,0.229,rain,0.0
59,Green Line,2022-01-02 10:00:00,245.1,43.0,0.229,rain,0.0
60,Green Line,2022-01-02 10:30:00,295.33,43.0,0.229,rain,0.0
61,Green Line,2022-01-02 11:00:00,308.54,43.0,0.229,rain,0.0
62,Green Line,2022-01-02 11:30:00,376.68,43.0,0.229,rain,0.0
63,Green Line,2022-01-02 12:00:00,423.0,43.0,0.229,rain,0.0
64,Green Line,2022-01-02 12:30:00,471.29,43.0,0.229,rain,0.0
65,Green Line,2022-01-02 13:00:00,541.83,43.0,0.229,rain,0.0
66,Green Line,2022-01-02 13:30:00,504.9,43.0,0.229,rain,0.0
67,Green Line,2022-01-02 14:00:00,624.82,43.0,0.229,rain,0.0
68,Green Line,2022-01-02 14:30:00,595.49,43.0,0.229,rain,0.0
69,Green Line,2022-01-02 15:00:00,709.27,43.0,0.229,rain,0.0
70,Green Line,2022-01-02 15:30:00,738.29,43.0,0.229,rain,0.0
71,Green Line,2022-01-02 16:00:00,828.8,43.0,0.229,rain,0.0
72,Green Line,2022-01-02 16:30:00,737.19,43.0,0.229,rain,0.0
73,Green Line,2022-01-02 17:00:00,811.41,43.0,0.229,rain,0.0
74,Green Line,2022-01-02 17:30:00,669.69,43.0,0.229,rain,0.0
75,Green Line,2022-01-02 18:00:00,633.89,43.0,0.229,rain,0.0
76,Green Line,2022-01-02 18:30:00,514.83,43.0,0.229,rain,0.0
77,Green Line,2022-01-02 19:00:00,421.72,43.0,0.229,rain,0.0
78,Green Line,2022-01-02 19:30:00,404.46,43.0,0.229,rain,0.0
79,Green Line,2022-01-02 20:00:00,381.83,43.0,0.229,rain,0.0
80,Green Line,2022-01-02 20:30:00,449.88,43.0,0.229,rain,0.0
81,Green Line,2022-01-02 21:00:00,594.93,43.0,0.229,rain,0.0
82,Green Line,2022-01-02 21:30:00,320.39,43.0,0.229,rain,0.0
83,Green Line,2022-01-02 22:00:00,239.83,43.0,0.229,rain,0.0
84,Green Line,2022-01-02 22:30:00,202.57,43.0,0.229,rain,0.0
85,Green Line,2022-01-02 23:00:00,186.26,43.0,0.229,rain,0.0
86,Green Line,2022-01-02 23:30:00,130.02,43.0,0.229,rain,0.0
87,Green Line,2022-01-03 00:00:00,67.42,26.9,0.0,snow,0.1
88,Green Line,2022-01-03 00:30:00,21.56,26.9,0.0,snow,0.1
89,Green Line,2022-01-03 01:00:00,12.48,26.9,0.0,snow,0.1
90,Green Line,2022-01-03 01:30:00,5.82,26.9,0.0,snow,0.1
91,Green Line,2022-01-03 02:00:00,1.58,26.9,0.0,snow,0.1
92,Green Line,2022-01-03 02:30:00,1.92,26.9,0.0,snow,0.1
93,Green Line,2022-01-03 03:00:00,2.58,26.9,0.0,snow,0.1
94,Green Line,2022-01-03 03:30:00,1.82,26.9,0.0,snow,0.1
95,Green Line,2022-01-03 04:00:00,1.8,26.9,0.0,snow,0.1
96,Green Line,2022-01-03 04:30:00,24.04,26.9,0.0,snow,0.1
97,Green Line,2022-01-03 05:00:00,81.3,26.9,0.0,snow,0.1
98,Green Line,2022-01-03 05:30:00,136.05,26.9,0.0,snow,0.1
99,Green Line,2022-01-03 06:00:00,271.8,26.9,0.0,snow,0.1
100,Green Line,2022-01-03 06:30:00,280.4,26.9,0.0,snow,0.1
101,Green Line,2022-01-03 07:00:00,380.63,26.9,0.0,snow,0.1
102,Green Line,2022-01-03 07:30:00,375.02,26.9,0.0,snow,0.1
103,Green Line,2022-01-03 08:00:00,465.28,26.9,0.0,snow,0.1
104,Green Line,2022-01-03 08:30:00,431.79,26.9,0.0,snow,0.1
105,Green Line,2022-01-03 09:00:00,367.93,26.9,0.0,snow,0.1
106,Green Line,2022-01-03 09:30:00,359.3,26.9,0.0,snow,0.1
107,Green Line,2022-01-03 10:00:00,360.27,26.9,0.0,snow,0.1
108,Green Line,2022-01-03 10:30:00,399.17,26.9,0.0,snow,0.1
109,Green Line,2022-01-03 11:00:00,437.95,26.9,0.0,snow,0.1
110,Green Line,2022-01-03 11:30:00,441.62,26.9,0.0,snow,0.1
111,Green Line,2022-01-03 12:00:00,541.5,26.9,0.0,snow,0.1
112,Green Line,2022-01-03 12:30:00,543.77,26.9,0.0,snow,0.1
113,Green Line,2022-01-03 13:00:00,603.15,26.9,0.0,snow,0.1
114,Green Line,2022-01-03 13:30:00,679.69,26.9,0.0,snow,0.1
115,Green Line,2022-01-03 14:00:00,779.58,26.9,0.0,snow,0.1
116,Green Line,2022-01-03 14:30:00,824.26,26.9,0.0,snow,0.1
117,Green Line,2022-01-03 15:00:00,1043.19,26.9,0.0,snow,0.1
118,Green Line,2022-01-03 15:30:00,956.96,26.9,0.0,snow,0.1
119,Green Line,2022-01-03 16:00:00,1164.65,26.9,0.0,snow,0.1
120,Green Line,2022-01-03 16:30:00,1188.21,26.9,0.0,snow,0.1
121,Green Line,2022-01-03 17:00:00,1471.39,26.9,0.0,snow,0.1
122,Green Line,2022-01-03 17:30:00,1006.78,26.9,0.0,snow,0.1
123,Green Line,2022-01-03 18:00:00,790.96,26.9,0.0,snow,0.1
124,Green Line,2022-01-03 18:30:00,640.49,26.9,0.0,snow,0.1
125,Green Line,2022-01-03 19:00:00,603.95,26.9,0.0,snow,0.1
126,Green Line,2022-01-03 19:30:00,426.88,26.9,0.0,snow,0.1
127,Green Line,2022-01-03 20:00:00,409.09,26.9,0.0,snow,0.1
128,Green Line,2022-01-03 20:30:00,295.22,26.9,0.0,snow,0.1
129,Green Line,2022-01-03 21:00:00,292.73,26.9,0.0,snow,0.1
130,Green Line,2022-01-03 21:30:00,299.68,26.9,0.0,snow,0.1
131,Green Line,2022-01-03 22:00:00,260.02,26.9,0.0,snow,0.1
132,Green Line,2022-01-03 22:30:00,206.76,26.9,0.0,snow,0.1
133,Green Line,2022-01-03 23:00:00,207.01,26.9,0.0,snow,0.1
134,Green Line,2022-01-03 23:30:00,117.46,26.9,0.0,snow,0.1
135,Green Line,2022-01-04 00:00:00,63.66,24.0,0.0,,0.0
136,Green Line,2022-01-04 00:30:00,31.66,24.0,0.0,,0.0
137,Green Line,2022-01-04 01:00:00,11.76,24.0,0.0,,0.0
138,Green Line,2022-01-04 01:30:00,6.43,24.0,0.0,,0.0
139,Green Line,2022-01-04 02:00:00,0.34,24.0,0.0,,0.0
140,Green Line,2022-01-04 03:00:00,0.68,24.0,0.0,,0.0
141,Green Line,2022-01-04 03:30:00,0.34,24.0,0.0,,0.0
142,Green Line,2022-01-04 04:00:00,0.83,24.0,0.0,,0.0
143,Green Line,2022-01-04 04:30:00,16.37,24.0,0.0,,0.0
144,Green Line,2022-01-04 05:00:00,78.73,24.0,0.0,,0.0
145,Green Line,2022-01-04 05:30:00,147.94,24.0,0.0,,0.0
146,Green Line,2022-01-04 06:00:00,284.63,24.0,0.0,,0.0
147,Green Line,2022-01-04 06:30:00,309.36,24.0,0.0,,0.0
148,Green Line,2022-01-04 07:00:00,528.75,24.0,0.0,,0.0
149,Green Line,2022-01-04 07:30:00,494.12,24.0,0.0,,0.0
150,Green Line,2022-01-04 08:00:00,557.02,24.0,0.0,,0.0
151,Green Line,2022-01-04 08:30:00,444.16,24.0,0.0,,0.0
152,Green Line,2022-01-04 09:00:00,352.25,24.0,0.0,,0.0
153,Green Line,2022-01-04 09:30:00,347.74,24.0,0.0,,0.0
154,Green Line,2022-01-04 10:00:00,359.37,24.0,0.0,,0.0
155,Green Line,2022-01-04 10:30:00,355.49,24.0,0.0,,0.0
156,Green Line,2022-01-04 11:00:00,415.61,24.0,0.0,,0.0
157,Green Line,2022-01-04 11:30:00,408.13,24.0,0.0,,0.0
158,Green Line,2022-01-04 12:00:00,470.13,24.0,0.0,,0.0
159,Green Line,2022-01-04 12:30:00,553.35,24.0,0.0,,0.0
160,Green Line,2022-01-04 13:00:00,534.56,24.0,0.0,,0.0
161,Green Line,2022-01-04 13:30:00,611.4,24.0,0.0,,0.0
162,Green Line,2022-01-04 14:00:00,747.6,24.0,0.0,,0.0
163,Green Line,2022-01-04 14:30:00,833.85,24.0,0.0,,0.0
164,Green Line,2022-01-04 15:00:00,1039.0,24.0,0.0,,0.0
165,Green Line,2022-01-04 15:30:00,1102.72,24.0,0.0,,0.0
166,Green Line,2022-01-04 16:00:00,1223.37,24.0,0.0,,0.0
167,Green Line,2022-01-04 16:30:00,1291.27,24.0,0.0,,0.0
168,Green Line,2022-01-04 17:00:00,1558.36,24.0,0.0,,0.0
169,Green Line,2022-01-04 17:30:00,1148.32,24.0,0.0,,0.0
170,Green Line,2022-01-04 18:00:00,1055.14,24.0,0.0,,0.0
171,Green Line,2022-01-04 18:30:00,735.65,24.0,0.0,,0.0
172,Green Line,2022-01-04 19:00:00,724.44,24.0,0.0,,0.0
173,Green Line,2022-01-04 19:30:00,503.87,24.0,0.0,,0.0
174,Green Line,2022-01-04 20:00:00,448.45,24.0,0.0,,0.0
175,Green Line,2022-01-04 20:30:00,353.02,24.0,0.0,,0.0
176,Green Line,2022-01-04 21:00:00,358.52,24.0,0.0,,0.0
177,Green Line,2022-01-04 21:30:00,603.57,24.0,0.0,,0.0
178,Green Line,2022-01-04 22:00:00,581.81,24.0,0.0,,0.0
179,Green Line,2022-01-04 22:30:00,295.03,24.0,0.0,,0.0
180,Green Line,2022-01-04 23:00:00,253.46,24.0,0.0,,0.0
181,Green Line,2022-01-04 23:30:00,140.88,24.0,0.0,,0.0
182,Green Line,2022-01-05 00:00:00,70.18,40.9,0.126,rain,0.0
183,Green Line,2022-01-05 00:30:00,28.87,40.9,0.126,rain,0.0
184,Green Line,2022-01-05 01:00:00,16.5,40.9,0.126,rain,0.0
185,Green Line,2022-01-05 01:30:00,1.02,40.9,0.126,rain,0.0
186,Green Line,2022-01-05 02:00:00,3.34,40.9,0.126,rain,0.0
187,Green Line,2022-01-05 02:30:00,0.49,40.9,0.126,rain,0.0
188,Green Line,2022-01-05 03:30:00,0.34,40.9,0.126,rain,0.0
189,Green Line,2022-01-05 04:00:00,0.98,40.9,0.126,rain,0.0
190,Green Line,2022-01-05 04:30:00,25.37,40.9,0.126,rain,0.0
191,Green Line,2022-01-05 05:00:00,67.72,40.9,0.126,rain,0.0
192,Green Line,2022-01-05 05:30:00,166.81,40.9,0.126,rain,0.0
193,Green Line,2022-01-05 06:00:00,256.23,40.9,0.126,rain,0.0
194,Green Line,2022-01-05 06:30:00,368.08,40.9,0.126,rain,0.0
195,Green Line,2022-01-05 07:00:00,558.53,40.9,0.126,rain,0.0
196,Green Line,2022-01-05 07:30:00,500.3,40.9,0.126,rain,0.0
197,Green Line,2022-01-05 08:00:00,544.02,40.9,0.126,rain,0.0
198,Green Line,2022-01-05 08:30:00,408.24,40.9,0.126,rain,0.0
199,Green Line,2022-01-05 09:00:00,364.99,40.9,0.126,rain,0.0
200,Green Line,2022-01-05 09:30:00,339.39,40.9,0.126,rain,0.0
201,Green Line,2022-01-05 10:00:00,352.55,40.9,0.126,rain,0.0
202,Green Line,2022-01-05 10:30:00,337.05,40.9,0.126,rain,0.0
203,Green Line,2022-01-05 11:00:00,429.61,40.9,0.126,rain,0.0
204,Green Line,2022-01-05 11:30:00,446.16,40.9,0.126,rain,0.0
205,Green Line,2022-01-05 12:00:00,489.65,40.9,0.126,rain,0.0
206,Green Line,2022-01-05 12:30:00,487.52,40.9,0.126,rain,0.0
207,Green Line,2022-01-05 13:00:00,592.54,40.9,0.126,rain,0.0
208,Green Line,2022-01-05 13:30:00,721.75,40.9,0.126,rain,0.0
209,Green Line,2022-01-05 14:00:00,832.22,40.9,0.126,rain,0.0
210,Green Line,2022-01-05 14:30:00,887.3,40.9,0.126,rain,0.0
211,Green Line,2022-01-05 15:00:00,1127.98,40.9,0.126,rain,0.0
212,Green Line,2022-01-05 15:30:00,921.84,40.9,0.126,rain,0.0
213,Green Line,2022-01-05 16:00:00,1178.15,40.9,0.126,rain,0.0
214,Green Line,2022-01-05 16:30:00,1261.53,40.9,0.126,rain,0.0
215,Green Line,2022-01-05 17:00:00,1446.2,40.9,0.126,rain,0.0
216,Green Line,2022-01-05 17:30:00,1056.62,40.9,0.126,rain,0.0
217,Green Line,2022-01-05 18:00:00,921.84,40.9,0.126,rain,0.0
218,Green Line,2022-01-05 18:30:00,726.23,40.9,0.126,rain,0.0
219,Green Line,2022-01-05 19:00:00,680.02,40.9,0.126,rain,0.0
220,Green Line,2022-01-05 19:30:00,513.01,40.9,0.126,rain,0.0
221,Green Line,2022-01-05 20:00:00,413.29,40.9,0.126,rain,0.0
222,Green Line,2022-01-05 20:30:00,407.49,40.9,0.126,rain,0.0
223,Green Line,2022-01-05 21:00:00,427.03,40.9,0.126,rain,0.0
224,Green Line,2022-01-05 21:30:00,723.18,40.9,0.126,rain,0.0
225,Green Line,2022-01-05 22:00:00,646.77,40.9,0.126,rain,0.0
226,Green Line,2022-01-05 22:30:00,288.38,40.9,0.126,rain,0.0
227,Green Line,2022-01-05 23:00:00,256.06,40.9,0.126,rain,0.0
228,Green Line,2022-01-05 23:30:00,164.23,40.9,0.126,rain,0.0
229,Green Line,2022-01-06 00:00:00,89.76,37.5,0.0,"rain,snow",0.2
230,Green Line,2022-01-06 00:30:00,41.47,37.5,0.0,"rain,snow",0.2
231,Green Line,2022-01-06 01:00:00,9.83,37.5,0.0,"rain,snow",0.2
232,Green Line,2022-01-06 02:30:00,0.9,37.5,0.0,"rain,snow",0.2
233,Green Line,2022-01-06 03:00:00,1.34,37.5,0.0,"rain,snow",0.2
234,Green Line,2022-01-06 03:30:00,2.68,37.5,0.0,"rain,snow",0.2
235,Green Line,2022-01-06 04:00:00,3.58,37.5,0.0,"rain,snow",0.2
236,Green Line,2022-01-06 04:30:00,21.33,37.5,0.0,"rain,snow",0.2
237,Green Line,2022-01-06 05:00:00,86.01,37.5,0.0,"rain,snow",0.2
238,Green Line,2022-01-06 05:30:00,150.92,37.5,0.0,"rain,snow",0.2
239,Green Line,2022-01-06 06:00:00,267.55,37.5,0.0,"rain,snow",0.2
240,Green Line,2022-01-06 06:30:00,318.83,37.5,0.0,"rain,snow",0.2
241,Green Line,2022-01-06 07:00:00,534.28,37.5,0.0,"rain,snow",0.2
242,Green Line,2022-01-06 07:30:00,513.65,37.5,0.0,"rain,snow",0.2
243,Green Line,2022-01-06 08:00:00,542.19,37.5,0.0,"rain,snow",0.2
244,Green Line,2022-01-06 08:30:00,450.58,37.5,0.0,"rain,snow",0.2
245,Green Line,2022-01-06 09:00:00,385.41,37.5,0.0,"rain,snow",0.2
246,Green Line,2022-01-06 09:30:00,369.93,37.5,0.0,"rain,snow",0.2
247,Green Line,2022-01-06 10:00:00,391.98,37.5,0.0,"rain,snow",0.2
248,Green Line,2022-01-06 10:30:00,395.04,37.5,0.0,"rain,snow",0.2
249,Green Line,2022-01-06 11:00:00,449.14,37.5,0.0,"rain,snow",0.2
250,Green Line,2022-01-06 11:30:00,482.22,37.5,0.0,"rain,snow",0.2
251,Green Line,2022-01-06 12:00:00,499.55,37.5,0.0,"rain,snow",0.2
252,Green Line,2022-01-06 12:30:00,586.63,37.5,0.0,"rain,snow",0.2
253,Green Line,2022-01-06 13:00:00,615.09,37.5,0.0,"rain,snow",0.2
254,Green Line,2022-01-06 13:30:00,668.24,37.5,0.0,"rain,snow",0.2
255,Green Line,2022-01-06 14:00:00,838.54,37.5,0.0,"rain,snow",0.2
256,Green Line,2022-01-06 14:30:00,912.69,37.5,0.0,"rain,snow",0.2
257,Green Line,2022-01-06 15:00:00,1029.63,37.5,0.0,"rain,snow",0.2
258,Green Line,2022-01-06 15:30:00,1098.09,37.5,0.0,"rain,snow",0.2
259,Green Line,2022-01-06 16:00:00,1187.67,37.5,0.0,"rain,snow",0.2
260,Green Line,2022-01-06 16:30:00,1259.97,37.5,0.0,"rain,snow",0.2
261,Green Line,2022-01-06 17:00:00,1506.86,37.5,0.0,"rain,snow",0.2
262,Green Line,2022-01-06 17:30:00,1132.14,37.5,0.0,"rain,snow",0.2
263,Green Line,2022-01-06 18:00:00,1082.71,37.5,0.0,"rain,snow",0.2
264,Green Line,2022-01-06 18:30:00,829.77,37.5,0.0,"rain,snow",0.2
265,Green Line,2022-01-06 19:00:00,732.69,37.5,0.0,"rain,snow",0.2
266,Green Line,2022-01-06 19:30:00,560.79,37.5,0.0,"rain,snow",0.2
267,Green Line,2022-01-06 20:00:00,482.04,37.5,0.0,"rain,snow",0.2
268,Green Line,2022-01-06 20:30:00,423.91,37.5,0.0,"rain,snow",0.2
269,Green Line,2022-01-06 21:00:00,480.64,37.5,0.0,"rain,snow",0.2
270,Green Line,2022-01-06 21:30:00,678.81,37.5,0.0,"rain,snow",0.2
271,Green Line,2022-01-06 22:00:00,803.1,37.5,0.0,"rain,snow",0.2
272,Green Line,2022-01-06 22:30:00,396.49,37.5,0.0,"rain,snow",0.2
273,Green Line,2022-01-06 23:00:00,296.35,37.5,0.0,"rain,snow",0.2
274,Green Line,2022-01-06 23:30:00,182.06,37.5,0.0,"rain,snow",0.2
275,Green Line,2022-01-07 00:00:00,152.71,29.7,0.419,"rain,snow",3.4
276,Green Line,2022-01-07 00:30:00,73.73,29.7,0.419,"rain,snow",3.4
277,Green Line,2022-01-07 01:00:00,19.81,29.7,0.419,"rain,snow",3.4
278,Green Line,2022-01-07 01:30:00,1.02,29.7,0.419,"rain,snow",3.4
279,Green Line,2022-01-07 03:00:00,1.8,29.7,0.419,"rain,snow",3.4
280,Green Line,2022-01-07 04:00:00,2.0,29.7,0.419,"rain,snow",3.4
281,Green Line,2022-01-07 04:30:00,18.29,29.7,0.419,"rain,snow",3.4
282,Green Line,2022-01-07 05:00:00,87.74,29.7,0.419,"rain,snow",3.4
283,Green Line,2022-01-07 05:30:00,116.02,29.7,0.419,"rain,snow",3.4
284,Green Line,2022-01-07 06:00:00,238.85,29.7,0.419,"rain,snow",3.4
285,Green Line,2022-01-07 06:30:00,217.83,29.7,0.419,"rain,snow",3.4
286,Green Line,2022-01-07 07:00:00,308.03,29.7,0.419,"rain,snow",3.4
287,Green Line,2022-01-07 07:30:00,269.17,29.7,0.419,"rain,snow",3.4
288,Green Line,2022-01-07 08:00:00,266.05,29.7,0.419,"rain,snow",3.4
289,Green Line,2022-01-07 08:30:00,284.39,29.7,0.419,"rain,snow",3.4
290,Green Line,2022-01-07 09:00:00,240.17,29.7,0.419,"rain,snow",3.4
291,Green Line,2022-01-07 09:30:00,270.87,29.7,0.419,"rain,snow",3.4
292,Green Line,2022-01-07 10:00:00,291.35,29.7,0.419,"rain,snow",3.4
293,Green Line,2022-01-07 10:30:00,320.98,29.7,0.419,"rain,snow",3.4
294,Green Line,2022-01-07 11:00:00,296.79,29.7,0.419,"rain,snow",3.4
295,Green Line,2022-01-07 11:30:00,331.79,29.7,0.419,"rain,snow",3.4
296,Green Line,2022-01-07 12:00:00,385.95,29.7,0.419,"rain,snow",3.4
297,Green Line,2022-01-07 12:30:00,395.25,29.7,0.419,"rain,snow",3.4
298,Green Line,2022-01-07 13:00:00,408.57,29.7,0.419,"rain,snow",3.4
299,Green Line,2022-01-07 13:30:00,463.22,29.7,0.419,"rain,snow",3.4
300,Green Line,2022-01-07 14:00:00,588.65,29.7,0.419,"rain,snow",3.4
301,Green Line,2022-01-07 14:30:00,600.55,29.7,0.419,"rain,snow",3.4
302,Green Line,2022-01-07 15:00:00,748.79,29.7,0.419,"rain,snow",3.4
303,Green Line,2022-01-07 15:30:00,773.38,29.7,0.419,"rain,snow",3.4
304,Green Line,2022-01-07 16:00:00,838.34,29.7,0.419,"rain,snow",3.4
305,Green Line,2022-01-07 16:30:00,786.8,29.7,0.419,"rain,snow",3.4
306,Green Line,2022-01-07 17:00:00,924.45,29.7,0.419,"rain,snow",3.4
307,Green Line,2022-01-07 17:30:00,791.8,29.7,0.419,"rain,snow",3.4
308,Green Line,2022-01-07 18:00:00,653.9,29.7,0.419,"rain,snow",3.4
309,Green Line,2022-01-07 18:30:00,548.85,29.7,0.419,"rain,snow",3.4
310,Green Line,2022-01-07 19:00:00,544.14,29.7,0.419,"rain,snow",3.4
311,Green Line,2022-01-07 19:30:00,478.78,29.7,0.419,"rain,snow",3.4
312,Green Line,2022-01-07 20:00:00,404.26,29.7,0.419,"rain,snow",3.4
313,Green Line,2022-01-07 20:30:00,323.61,29.7,0.419,"rain,snow",3.4
314,Green Line,2022-01-07 21:00:00,410.8,29.7,0.419,"rain,snow",3.4
315,Green Line,2022-01-07 21:30:00,413.95,29.7,0.419,"rain,snow",3.4
316,Green Line,2022-01-07 22:00:00,387.83,29.7,0.419,"rain,snow",3.4
317,Green Line,2022-01-07 22:30:00,309.64,29.7,0.419,"rain,snow",3.4
318,Green Line,2022-01-07 23:00:00,355.08,29.7,0.419,"rain,snow",3.4
319,Green Line,2022-01-07 23:30:00,258.96,29.7,0.419,"rain,snow",3.4
320,Green Line,2022-01-08 00:00:00,223.88,22.4,0.0,,0.0
321,Green Line,2022-01-08 00:30:00,88.14,22.4,0.0,,0.0
322,Green Line,2022-01-08 01:00:00,21.08,22.4,0.0,,0.0
323,Green Line,2022-01-08 01:30:00,9.52,22.4,0.0,,0.0
324,Green Line,2022-01-08 02:00:00,1.0,22.4,0.0,,0.0
325,Green Line,2022-01-08 02:30:00,1.34,22.4,0.0,,0.0
326,Green Line,2022-01-08 03:30:00,0.34,22.4,0.0,,0.0
327,Green Line,2022-01-08 04:00:00,2.0,22.4,0.0,,0.0
328,Green Line,2022-01-08 04:30:00,5.23,22.4,0.0,,0.0
329,Green Line,2022-01-08 05:00:00,38.48,22.4,0.0,,0.0
330,Green Line,2022-01-08 05:30:00,60.34,22.4,0.0,,0.0
331,Green Line,2022-01-08 06:00:00,108.45,22.4,0.0,,0.0
332,Green Line,2022-01-08 06:30:00,126.14,22.4,0.0,,0.0
333,Green Line,2022-01-08 07:00:00,151.97,22.4,0.0,,0.0
334,Green Line,2022-01-08 07:30:00,126.68,22.4,0.0,,0.0
335,Green Line,2022-01-08 08:00:00,160.14,22.4,0.0,,0.0
336,Green Line,2022-01-08 08:30:00,186.09,22.4,0.0,,0.0
337,Green Line,2022-01-08 09:00:00,191.64,22.4,0.0,,0.0
338,Green Line,2022-01-08 09:30:00,253.45,22.4,0.0,,0.0
339,Green Line,2022-01-08 10:00:00,318.4,22.4,0.0,,0.0
340,Green Line,2022-01-08 10:30:00,402.16,22.4,0.0,,0.0
341,Green Line,2022-01-08 11:00:00,388.08,22.4,0.0,,0.0
342,Green Line,2022-01-08 11:30:00,496.76,22.4,0.0,,0.0
343,Green Line,2022-01-08 12:00:00,571.54,22.4,0.0,,0.0
344,Green Line,2022-01-08 12:30:00,619.92,22.4,0.0,,0.0
345,Green Line,2022-01-08 13:00:00,691.34,22.4,0.0,,0.0
346,Green Line,2022-01-08 13:30:00,783.05,22.4,0.0,,0.0
347,Green Line,2022-01-08 14:00:00,860.59,22.4,0.0,,0.0
348,Green Line,2022-01-08 14:30:00,870.02,22.4,0.0,,0.0
349,Green Line,2022-01-08 15:00:00,1083.62,22.4,0.0,,0.0
350,Green Line,2022-01-08 15:30:00,1070.47,22.4,0.0,,0.0
351,Green Line,2022-01-08 16:00:00,1086.4,22.4,0.0,,0.0
