,route_or_line,time,gated_entries,temp,precip,preciptype,snow
8886,Green Line,2022-07-11 11:00:00,775.387,74.0,0.0,,0.0
8887,Green Line,2022-07-11 11:30:00,778.353,74.0,0.0,,0.0
8888,Green Line,2022-07-11 12:00:00,973.167,74.0,0.0,,0.0
8889,Green Line,2022-07-11 12:30:00,957.477,74.0,0.0,,0.0
8890,Green Line,2022-07-11 13:00:00,971.477,74.0,0.0,,0.0
8891,Green Line,2022-07-11 13:30:00,1119.287,74.0,0.0,,0.0
8892,Green Line,2022-07-11 14:00:00,1309.67,74.0,0.0,,0.0
8893,Green Line,2022-07-11 14:30:00,1289.373,74.0,0.0,,0.0
8894,Green Line,2022-07-11 15:00:00,1651.207,74.0,0.0,,0.0
8895,Green Line,2022-07-11 15:30:00,1845.11,74.0,0.0,,0.0
8896,Green Line,2022-07-11 16:00:00,2115.25,74.0,0.0,,0.0
8897,Green Line,2022-07-11 16:30:00,2493.063,74.0,0.0,,0.0
8898,Green Line,2022-07-11 17:00:00,3349.547,74.0,0.0,,0.0
8899,Green Line,2022-07-11 17:30:00,2464.973,74.0,0.0,,0.0
8900,Green Line,2022-07-11 18:00:00,2024.67,74.0,0.0,,0.0
8901,Green Line,2022-07-11 18:30:00,1663.417,74.0,0.0,,0.0
8902,Green Line,2022-07-11 19:00:00,1310.963,74.0,0.0,,0.0
8903,Green Line,2022-07-11 19:30:00,1136.007,74.0,0.0,,0.0
8904,Green Line,2022-07-11 20:00:00,997.757,74.0,0.0,,0.0
8905,Green Line,2022-07-11 20:30:00,903.853,74.0,0.0,,0.0
8906,Green Line,2022-07-11 21:00:00,880.47,74.0,0.0,,0.0
8907,Green Line,2022-07-11 21:30:00,755.467,74.0,0.0,,0.0
8908,Green Line,2022-07-11 22:00:00,722.79,74.0,0.0,,0.0
8909,Green Line,2022-07-11 22:30:00,582.863,74.0,0.0,,0.0
8910,Green Line,2022-07-11 23:00:00,468.903,74.0,0.0,,0.0
8911,Green Line,2022-07-11 23:30:00,320.49,74.0,0.0,,0.0
8912,Green Line,2022-07-12 00:00:00,171.35,77.0,0.001,rain,0.0
8913,Green Line,2022-07-12 00:30:00,51.63,77.0,0.001,rain,0.0
8914,Green Line,2022-07-12 01:00:00,21.64,77.0,0.001,rain,0.0
8915,Green Line,2022-07-12 01:30:00,4.65,77.0,0.001,rain,0.0
8916,Green Line,2022-07-12 02:00:00,5.26,77.0,0.001,rain,0.0
8917,Green Line,2022-07-12 02:30:00,4.0,77.0,0.001,rain,0.0
8918,Green Line,2022-07-12 04:00:00,9.507,77.0,0.001,rain,0.0
8919,Green Line,2022-07-12 04:30:00,38.88,77.0,0.001,rain,0.0
8920,Green Line,2022-07-12 05:00:00,121.567,77.0,0.001,rain,0.0
8921,Green Line,2022-07-12 05:30:00,261.333,77.0,0.001,rain,0.0
8922,Green Line,2022-07-12 06:00:00,406.63,77.0,0.001,rain,0.0
8923,Green Line,2022-07-12 06:30:00,630.587,77.0,0.001,rain,0.0
8924,Green Line,2022-07-12 07:00:00,1046.943,77.0,0.001,rain,0.0
8925,Green Line,2022-07-12 07:30:00,1431.187,77.0,0.001,rain,0.0
8926,Green Line,2022-07-12 08:00:00,1874.653,77.0,0.001,rain,0.0
8927,Green Line,2022-07-12 08:30:00,1716.063,77.0,0.001,rain,0.0
8928,Green Line,2022-07-12 09:00:00,948.72,77.0,0.001,rain,0.0
8929,Green Line,2022-07-12 09:30:00,849.093,77.0,0.001,rain,0.0
8930,Green Line,2022-07-12 10:00:00,821.52,77.0,0.001,rain,0.0
8931,Green Line,2022-07-12 10:30:00,756.633,77.0,0.001,rain,0.0
8932,Green Line,2022-07-12 11:00:00,749.65,77.0,0.001,rain,0.0
8933,Green Line,2022-07-12 11:30:00,892.377,77.0,0.001,rain,0.0
8934,Green Line,2022-07-12 12:00:00,982.22,77.0,0.001,rain,0.0
8935,Green Line,2022-07-12 12:30:00,942.177,77.0,0.001,rain,0.0
8936,Green Line,2022-07-12 13:00:00,1006.25,77.0,0.001,rain,0.0
8937,Green Line,2022-07-12 13:30:00,1129.893,77.0,0.001,rain,0.0
8938,Green Line,2022-07-12 14:00:00,1321.287,77.0,0.001,rain,0.0
8939,Green Line,2022-07-12 14:30:00,1356.16,77.0,0.001,rain,0.0
8940,Green Line,2022-07-12 15:00:00,1783.307,77.0,0.001,rain,0.0
8941,Green Line,2022-07-12 15:30:00,1928.487,77.0,0.001,rain,0.0
8942,Green Line,2022-07-12 16:00:00,2457.817,77.0,0.001,rain,0.0
8943,Green Line,2022-07-12 16:30:00,2818.967,77.0,0.001,rain,0.0
8944,Green Line,2022-07-12 17:00:00,3772.013,77.0,0.001,rain,0.0
8945,Green Line,2022-07-12 17:30:00,2949.087,77.0,0.001,rain,0.0
8946,Green Line,2022-07-12 18:00:00,2509.457,77.0,0.001,rain,0.0
8947,Green Line,2022-07-12 18:30:00,1984.453,77.0,0.001,rain,0.0
8948,Green Line,2022-07-12 19:00:00,1736.557,77.0,0.001,rain,0.0
8949,Green Line,2022-07-12 19:30:00,1417.563,77.0,0.001,rain,0.0
8950,Green Line,2022-07-12 20:00:00,1208.577,77.0,0.001,rain,0.0
8951,Green Line,2022-07-12 20:30:00,1011.8,77.0,0.001,rain,0.0
8952,Green Line,2022-07-12 21:00:00,1079.627,77.0,0.001,rain,0.0
8953,Green Line,2022-07-12 21:30:00,988.483,77.0,0.001,rain,0.0
8954,Green Line,2022-07-12 22:00:00,811.03,77.0,0.001,rain,0.0
8955,Green Line,2022-07-12 22:30:00,774.53,77.0,0.001,rain,0.0
8956,Green Line,2022-07-12 23:00:00,1173.493,77.0,0.001,rain,0.0
8957,Green Line,2022-07-12 23:30:00,406.893,77.0,0.001,rain,0.0
8958,Green Line,2022-07-13 00:00:00,186.71,75.8,0.012,rain,0.0
8959,Green Line,2022-07-13 00:30:00,68.32,75.8,0.012,rain,0.0
8960,Green Line,2022-07-13 01:00:00,16.12,75.8,0.012,rain,0.0
8961,Green Line,2022-07-13 01:30:00,2.64,75.8,0.012,rain,0.0
8962,Green Line,2022-07-13 02:00:00,2.16,75.8,0.012,rain,0.0
8963,Green Line,2022-07-13 02:30:00,2.58,75.8,0.012,rain,0.0
8964,Green Line,2022-07-13 03:00:00,0.34,75.8,0.012,rain,0.0
8965,Green Line,2022-07-13 03:30:00,0.58,75.8,0.012,rain,0.0
8966,Green Line,2022-07-13 04:00:00,4.0,75.8,0.012,rain,0.0
8967,Green Line,2022-07-13 04:30:00,24.89,75.8,0.012,rain,0.0
8968,Green Line,2022-07-13 05:00:00,136.547,75.8,0.012,rain,0.0
8969,Green Line,2022-07-13 05:30:00,237.773,75.8,0.012,rain,0.0
8970,Green Line,2022-07-13 06:00:00,487.903,75.8,0.012,rain,0.0
8971,Green Line,2022-07-13 06:30:00,582.703,75.8,0.012,rain,0.0
8972,Green Line,2022-07-13 07:00:00,1135.957,75.8,0.012,rain,0.0
8973,Green Line,2022-07-13 07:30:00,1441.873,75.8,0.012,rain,0.0
8974,Green Line,2022-07-13 08:00:00,2092.283,75.8,0.012,rain,0.0
8975,Green Line,2022-07-13 08:30:00,1700.87,75.8,0.012,rain,0.0
8976,Green Line,2022-07-13 09:00:00,1069.25,75.8,0.012,rain,0.0
8977,Green Line,2022-07-13 09:30:00,881.667,75.8,0.012,rain,0.0
8978,Green Line,2022-07-13 10:00:00,924.023,75.8,0.012,rain,0.0
8979,Green Line,2022-07-13 10:30:00,884.453,75.8,0.012,rain,0.0
8980,Green Line,2022-07-13 11:00:00,801.253,75.8,0.012,rain,0.0
8981,Green Line,2022-07-13 11:30:00,798.157,75.8,0.012,rain,0.0
8982,Green Line,2022-07-13 12:00:00,934.743,75.8,0.012,rain,0.0
8983,Green Line,2022-07-13 12:30:00,1024.53,75.8,0.012,rain,0.0
8984,Green Line,2022-07-13 13:00:00,1064.367,75.8,0.012,rain,0.0
8985,Green Line,2022-07-13 13:30:00,1062.477,75.8,0.012,rain,0.0
8986,Green Line,2022-07-13 14:00:00,1349.1,75.8,0.012,rain,0.0
8987,Green Line,2022-07-13 14:30:00,1375.313,75.8,0.012,rain,0.0
8988,Green Line,2022-07-13 15:00:00,1890.4,75.8,0.012,rain,0.0
8989,Green Line,2022-07-13 15:30:00,1979.073,75.8,0.012,rain,0.0
8990,Green Line,2022-07-13 16:00:00,2528.167,75.8,0.012,rain,0.0
8991,Green Line,2022-07-13 16:30:00,2747.913,75.8,0.012,rain,0.0
8992,Green Line,2022-07-13 17:00:00,3704.82,75.8,0.012,rain,0.0
8993,Green Line,2022-07-13 17:30:00,2888.967,75.8,0.012,rain,0.0
8994,Green Line,2022-07-13 18:00:00,2404.467,75.8,0.012,rain,0.0
8995,Green Line,2022-07-13 18:30:00,1828.67,75.8,0.012,rain,0.0
8996,Green Line,2022-07-13 19:00:00,1599.71,75.8,0.012,rain,0.0
8997,Green Line,2022-07-13 19:30:00,1367.397,75.8,0.012,rain,0.0
8998,Green Line,2022-07-13 20:00:00,1134.88,75.8,0.012,rain,0.0
8999,Green Line,2022-07-13 20:30:00,1172.38,75.8,0.012,rain,0.0
9000,Green Line,2022-07-13 21:00:00,1118.483,75.8,0.012,rain,0.0
9001,Green Line,2022-07-13 21:30:00,920.41,75.8,0.012,rain,0.0
9002,Green Line,2022-07-13 22:00:00,923.13,75.8,0.012,rain,0.0
9003,Green Line,2022-07-13 22:30:00,790.157,75.8,0.012,rain,0.0
9004,Green Line,2022-07-13 23:00:00,570.9,75.8,0.012,rain,0.0
9005,Green Line,2022-07-13 23:30:00,328.853,75.8,0.012,rain,0.0
9006,Green Line,2022-07-14 00:00:00,203.74,72.1,0.165,rain,0.0
9007,Green Line,2022-07-14 00:30:00,94.22,72.1,0.165,rain,0.0
9008,Green Line,2022-07-14 01:00:00,30.41,72.1,0.165,rain,0.0
9009,Green Line,2022-07-14 01:30:00,2.58,72.1,0.165,rain,0.0
9010,Green Line,2022-07-14 02:00:00,1.02,72.1,0.165,rain,0.0
9011,Green Line,2022-07-14 02:30:00,1.36,72.1,0.165,rain,0.0
9012,Green Line,2022-07-14 03:00:00,0.58,72.1,0.165,rain,0.0
9013,Green Line,2022-07-14 03:30:00,0.58,72.1,0.165,rain,0.0
9014,Green Line,2022-07-14 04:00:00,4.0,72.1,0.165,rain,0.0
9015,Green Line,2022-07-14 04:30:00,33.453,72.1,0.165,rain,0.0
9016,Green Line,2022-07-14 05:00:00,146.727,72.1,0.165,rain,0.0
9017,Green Line,2022-07-14 05:30:00,231.227,72.1,0.165,rain,0.0
9018,Green Line,2022-07-14 06:00:00,397.93,72.1,0.165,rain,0.0
9019,Green Line,2022-07-14 06:30:00,573.727,72.1,0.165,rain,0.0
9020,Green Line,2022-07-14 07:00:00,1100.477,72.1,0.165,rain,0.0
9021,Green Line,2022-07-14 07:30:00,1415.007,72.1,0.165,rain,0.0
9022,Green Line,2022-07-14 08:00:00,1615.733,72.1,0.165,rain,0.0
9023,Green Line,2022-07-14 08:30:00,1366.147,72.1,0.165,rain,0.0
9024,Green Line,2022-07-14 09:00:00,955.233,72.1,0.165,rain,0.0
9025,Green Line,2022-07-14 09:30:00,838.01,72.1,0.165,rain,0.0
9026,Green Line,2022-07-14 10:00:00,840.49,72.1,0.165,rain,0.0
9027,Green Line,2022-07-14 10:30:00,713.107,72.1,0.165,rain,0.0
9028,Green Line,2022-07-14 11:00:00,750.077,72.1,0.165,rain,0.0
9029,Green Line,2022-07-14 11:30:00,769.6,72.1,0.165,rain,0.0
9030,Green Line,2022-07-14 12:00:00,911.853,72.1,0.165,rain,0.0
9031,Green Line,2022-07-14 12:30:00,995.363,72.1,0.165,rain,0.0
9032,Green Line,2022-07-14 13:00:00,1006.79,72.1,0.165,rain,0.0
9033,Green Line,2022-07-14 13:30:00,1218.177,72.1,0.165,rain,0.0
9034,Green Line,2022-07-14 14:00:00,1345.687,72.1,0.165,rain,0.0
9035,Green Line,2022-07-14 14:30:00,1480.627,72.1,0.165,rain,0.0
9036,Green Line,2022-07-14 15:00:00,1916.937,72.1,0.165,rain,0.0
9037,Green Line,2022-07-14 15:30:00,2050.82,72.1,0.165,rain,0.0
9038,Green Line,2022-07-14 16:00:00,2352.52,72.1,0.165,rain,0.0
9039,Green Line,2022-07-14 16:30:00,2676.25,72.1,0.165,rain,0.0
9040,Green Line,2022-07-14 17:00:00,3654.983,72.1,0.165,rain,0.0
9041,Green Line,2022-07-14 17:30:00,2761.293,72.1,0.165,rain,0.0
9042,Green Line,2022-07-14 18:00:00,2262.537,72.1,0.165,rain,0.0
9043,Green Line,2022-07-14 18:30:00,2004.16,72.1,0.165,rain,0.0
9044,Green Line,2022-07-14 19:00:00,1634.16,72.1,0.165,rain,0.0
9045,Green Line,2022-07-14 19:30:00,1508.177,72.1,0.165,rain,0.0
9046,Green Line,2022-07-14 20:00:00,1123.81,72.1,0.165,rain,0.0
9047,Green Line,2022-07-14 20:30:00,1013.257,72.1,0.165,rain,0.0
9048,Green Line,2022-07-14 21:00:00,1232.847,72.1,0.165,rain,0.0
9049,Green Line,2022-07-14 21:30:00,923.52,72.1,0.165,rain,0.0
9050,Green Line,2022-07-14 22:00:00,921.27,72.1,0.165,rain,0.0
9051,Green Line,2022-07-14 22:30:00,815.423,72.1,0.165,rain,0.0
9052,Green Line,2022-07-14 23:00:00,727.103,72.1,0.165,rain,0.0
9053,Green Line,2022-07-14 23:30:00,389.687,72.1,0.165,rain,0.0
9054,Green Line,2022-07-15 00:00:00,706.75,73.3,0.0,,0.0
9055,Green Line,2022-07-15 00:30:00,296.667,73.3,0.0,,0.0
9056,Green Line,2022-07-15 01:00:00,82.53,73.3,0.0,,0.0
9057,Green Line,2022-07-15 01:30:00,11.9,73.3,0.0,,0.0
9058,Green Line,2022-07-15 02:00:00,1.0,73.3,0.0,,0.0
9059,Green Line,2022-07-15 03:00:00,0.68,73.3,0.0,,0.0
9060,Green Line,2022-07-15 04:00:00,5.0,73.3,0.0,,0.0
9061,Green Line,2022-07-15 04:30:00,29.047,73.3,0.0,,0.0
9062,Green Line,2022-07-15 05:00:00,142.02,73.3,0.0,,0.0
9063,Green Line,2022-07-15 05:30:00,248.723,73.3,0.0,,0.0
9064,Green Line,2022-07-15 06:00:00,431.99,73.3,0.0,,0.0
9065,Green Line,2022-07-15 06:30:00,533.75,73.3,0.0,,0.0
9066,Green Line,2022-07-15 07:00:00,816.11,73.3,0.0,,0.0
9067,Green Line,2022-07-15 07:30:00,1026.323,73.3,0.0,,0.0
9068,Green Line,2022-07-15 08:00:00,1237.473,73.3,0.0,,0.0
9069,Green Line,2022-07-15 08:30:00,1114.823,73.3,0.0,,0.0
9070,Green Line,2022-07-15 09:00:00,848.007,73.3,0.0,,0.0
9071,Green Line,2022-07-15 09:30:00,867.617,73.3,0.0,,0.0
9072,Green Line,2022-07-15 10:00:00,844.74,73.3,0.0,,0.0
9073,Green Line,2022-07-15 10:30:00,852.847,73.3,0.0,,0.0
9074,Green Line,2022-07-15 11:00:00,793.577,73.3,0.0,,0.0
9075,Green Line,2022-07-15 11:30:00,946.867,73.3,0.0,,0.0
9076,Green Line,2022-07-15 12:00:00,1054.5,73.3,0.0,,0.0
9077,Green Line,2022-07-15 12:30:00,1181.76,73.3,0.0,,0.0
9078,Green Line,2022-07-15 13:00:00,1280.96,73.3,0.0,,0.0
9079,Green Line,2022-07-15 13:30:00,1211.197,73.3,0.0,,0.0
9080,Green Line,2022-07-15 14:00:00,1484.303,73.3,0.0,,0.0
9081,Green Line,2022-07-15 14:30:00,1622.187,73.3,0.0,,0.0
9082,Green Line,2022-07-15 15:00:00,2080.03,73.3,0.0,,0.0
9083,Green Line,2022-07-15 15:30:00,2204.27,73.3,0.0,,0.0
9084,Green Line,2022-07-15 16:00:00,2257.167,73.3,0.0,,0.0
9085,Green Line,2022-07-15 16:30:00,2603.3,73.3,0.0,,0.0
9086,Green Line,2022-07-15 17:00:00,2815.607,73.3,0.0,,0.0
9087,Green Line,2022-07-15 17:30:00,2316.783,73.3,0.0,,0.0
9088,Green Line,2022-07-15 18:00:00,2035.057,73.3,0.0,,0.0
9089,Green Line,2022-07-15 18:30:00,2074.293,73.3,0.0,,0.0
9090,Green Line,2022-07-15 19:00:00,1665.067,73.3,0.0,,0.0
9091,Green Line,2022-07-15 19:30:00,1349.633,73.3,0.0,,0.0
9092,Green Line,2022-07-15 20:00:00,1210.41,73.3,0.0,,0.0
9093,Green Line,2022-07-15 20:30:00,1274.523,73.3,0.0,,0.0
9094,Green Line,2022-07-15 21:00:00,1354.563,73.3,0.0,,0.0
9095,Green Line,2022-07-15 21:30:00,1105.293,73.3,0.0,,0.0
9096,Green Line,2022-07-15 22:00:00,1144.19,73.3,0.0,,0.0
9097,Green Line,2022-07-15 22:30:00,2326.607,73.3,0.0,,0.0
9098,Green Line,2022-07-15 23:00:00,1792.177,73.3,0.0,,0.0
9099,Green Line,2022-07-15 23:30:00,1105.123,73.3,0.0,,0.0
9100,Green Line,2022-07-16 00:00:00,454.67,75.4,0.0,,0.0
9101,Green Line,2022-07-16 00:30:00,227.36,75.4,0.0,,0.0
9102,Green Line,2022-07-16 01:00:00,55.46,75.4,0.0,,0.0
9103,Green Line,2022-07-16 01:30:00,9.44,75.4,0.0,,0.0
9104,Green Line,2022-07-16 03:30:00,0.92,75.4,0.0,,0.0
9105,Green Line,2022-07-16 04:00:00,1.98,75.4,0.0,,0.0
9106,Green Line,2022-07-16 04:30:00,10.18,75.4,0.0,,0.0
9107,Green Line,2022-07-16 05:00:00,72.293,75.4,0.0,,0.0
9108,Green Line,2022-07-16 05:30:00,142.107,75.4,0.0,,0.0
9109,Green Line,2022-07-16 06:00:00,204.207,75.4,0.0,,0.0
9110,Green Line,2022-07-16 06:30:00,205.607,75.4,0.0,,0.0
9111,Green Line,2022-07-16 07:00:00,280.453,75.4,0.0,,0.0
9112,Green Line,2022-07-16 07:30:00,365.103,75.4,0.0,,0.0
9113,Green Line,2022-07-16 08:00:00,380.46,75.4,0.0,,0.0
9114,Green Line,2022-07-16 08:30:00,493.927,75.4,0.0,,0.0
9115,Green Line,2022-07-16 09:00:00,562.58,75.4,0.0,,0.0
9116,Green Line,2022-07-16 09:30:00,768.173,75.4,0.0,,0.0
9117,Green Line,2022-07-16 10:00:00,946.927,75.4,0.0,,0.0
9118,Green Line,2022-07-16 10:30:00,1002.217,75.4,0.0,,0.0
9119,Green Line,2022-07-16 11:00:00,979.573,75.4,0.0,,0.0
9120,Green Line,2022-07-16 11:30:00,1163.83,75.4,0.0,,0.0
9121,Green Line,2022-07-16 12:00:00,1239.37,75.4,0.0,,0.0
9122,Green Line,2022-07-16 12:30:00,1321.847,75.4,0.0,,0.0
9123,Green Line,2022-07-16 13:00:00,1435.79,75.4,0.0,,0.0
9124,Green Line,2022-07-16 13:30:00,1540.737,75.4,0.0,,0.0
9125,Green Line,2022-07-16 14:00:00,1565.527,75.4,0.0,,0.0
9126,Green Line,2022-07-16 14:30:00,1583.687,75.4,0.0,,0.0
9127,Green Line,2022-07-16 15:00:00,1932.493,75.4,0.0,,0.0
9128,Green Line,2022-07-16 15:30:00,1862.17,75.4,0.0,,0.0
9129,Green Line,2022-07-16 16:00:00,1940.353,75.4,0.0,,0.0
9130,Green Line,2022-07-16 16:30:00,1903.773,75.4,0.0,,0.0
9131,Green Line,2022-07-16 17:00:00,2006.59,75.4,0.0,,0.0
9132,Green Line,2022-07-16 17:30:00,1692.523,75.4,0.0,,0.0
9133,Green Line,2022-07-16 18:00:00,1641.65,75.4,0.0,,0.0
9134,Green Line,2022-07-16 18:30:00,1558.283,75.4,0.0,,0.0
9135,Green Line,2022-07-16 19:00:00,1401.3,75.4,0.0,,0.0
9136,Green Line,2022-07-16 19:30:00,1384.777,75.4,0.0,,0.0
9137,Green Line,2022-07-16 20:00:00,1060.4,75.4,0.0,,0.0
9138,Green Line,2022-07-16 20:30:00,1045.02,75.4,0.0,,0.0
9139,Green Line,2022-07-16 21:00:00,1105.527,75.4,0.0,,0.0
9140,Green Line,2022-07-16 21:30:00,916.157,75.4,0.0,,0.0
9141,Green Line,2022-07-16 22:00:00,900.933,75.4,0.0,,0.0
9142,Green Line,2022-07-16 22:30:00,990.337,75.4,0.0,,0.0
9143,Green Line,2022-07-16 23:00:00,1186.643,75.4,0.0,,0.0
9144,Green Line,2022-07-16 23:30:00,691.303,75.4,0.0,,0.0
9145,Green Line,2022-07-17 00:00:00,143.44,76.9,0.0,,0.0
9146,Green Line,2022-07-17 00:30:00,80.98,76.9,0.0,,0.0
9147,Green Line,2022-07-17 01:00:00,20.85,76.9,0.0,,0.0
9148,Green Line,2022-07-17 01:30:00,6.49,76.9,0.0,,0.0
9149,Green Line,2022-07-17 02:00:00,4.51,76.9,0.0,,0.0
9150,Green Line,2022-07-17 02:30:00,1.07,76.9,0.0,,0.0
9151,Green Line,2022-07-17 03:00:00,0.58,76.9,0.0,,0.0
9152,Green Line,2022-07-17 04:30:00,0.58,76.9,0.0,,0.0
9153,Green Line,2022-07-17 05:00:00,24.113,76.9,0.0,,0.0
9154,Green Line,2022-07-17 05:30:00,97.183,76.9,0.0,,0.0
9155,Green Line,2022-07-17 06:00:00,173.177,76.9,0.0,,0.0
9156,Green Line,2022-07-17 06:30:00,144.467,76.9,0.0,,0.0
9157,Green Line,2022-07-17 07:00:00,199.297,76.9,0.0,,0.0
9158,Green Line,2022-07-17 07:30:00,259.717,76.9,0.0,,0.0
9159,Green Line,2022-07-17 08:00:00,289.83,76.9,0.0,,0.0
9160,Green Line,2022-07-17 08:30:00,386.883,76.9,0.0,,0.0
9161,Green Line,2022-07-17 09:00:00,454.437,76.9,0.0,,0.0
9162,Green Line,2022-07-17 09:30:00,588.747,76.9,0.0,,0.0
9163,Green Line,2022-07-17 10:00:00,722.253,76.9,0.0,,0.0
9164,Green Line,2022-07-17 10:30:00,851.703,76.9,0.0,,0.0
9165,Green Line,2022-07-17 11:00:00,850.43,76.9,0.0,,0.0
9166,Green Line,2022-07-17 11:30:00,897.367,76.9,0.0,,0.0
9167,Green Line,2022-07-17 12:00:00,1009.6,76.9,0.0,,0.0
9168,Green Line,2022-07-17 12:30:00,1066.187,76.9,0.0,,0.0
9169,Green Line,2022-07-17 13:00:00,1170.773,76.9,0.0,,0.0
9170,Green Line,2022-07-17 13:30:00,1132.98,76.9,0.0,,0.0
9171,Green Line,2022-07-17 14:00:00,1211.43,76.9,0.0,,0.0
9172,Green Line,2022-07-17 14:30:00,1325.653,76.9,0.0,,0.0
9173,Green Line,2022-07-17 15:00:00,1599.443,76.9,0.0,,0.0
9174,Green Line,2022-07-17 15:30:00,1491.783,76.9,0.0,,0.0
9175,Green Line,2022-07-17 16:00:00,1702.377,76.9,0.0,,0.0
9176,Green Line,2022-07-17 16:30:00,1475.443,76.9,0.0,,0.0
9177,Green Line,2022-07-17 17:00:00,1540.33,76.9,0.0,,0.0
9178,Green Line,2022-07-17 17:30:00,1434.633,76.9,0.0,,0.0
9179,Green Line,2022-07-17 18:00:00,1401.857,76.9,0.0,,0.0
9180,Green Line,2022-07-17 18:30:00,1116.48,76.9,0.0,,0.0
9181,Green Line,2022-07-17 19:00:00,943.75,76.9,0.0,,0.0
9182,Green Line,2022-07-17 19:30:00,878.167,76.9,0.0,,0.0
9183,Green Line,2022-07-17 20:00:00,839.517,76.9,0.0,,0.0
9184,Green Line,2022-07-17 20:30:00,793.343,76.9,0.0,,0.0
9185,Green Line,2022-07-17 21:00:00,739.003,76.9,0.0,,0.0
9186,Green Line,2022-07-17 21:30:00,704.37,76.9,0.0,,0.0
9187,Green Line,2022-07-17 22:00:00,568.847,76.9,0.0,,0.0
9188,Green Line,2022-07-17 22:30:00,419.54,76.9,0.0,,0.0
9189,Green Line,2022-07-17 23:00:00,357.96,76.9,0.0,,0.0
9190,Green Line,2022-07-17 23:30:00,245.75,76.9,0.0,,0.0
9191,Green Line,2022-07-18 00:00:00,151.347,75.2,0.149,rain,0.0
9192,Green Line,2022-07-18 00:30:00,57.12,75.2,0.149,rain,0.0
9193,Green Line,2022-07-18 01:00:00,17.93,75.2,0.149,rain,0.0
9194,Green Line,2022-07-18 01:30:00,2.92,75.2,0.149,rain,0.0
9195,Green Line,2022-07-18 02:00:00,3.68,75.2,0.149,rain,0.0
9196,Green Line,2022-07-18 02:30:00,2.34,75.2,0.149,rain,0.0
9197,Green Line,2022-07-18 04:00:00,3.0,75.2,0.149,rain,0.0
9198,Green Line,2022-07-18 04:30:00,34.42,75.2,0.149,rain,0.0
9199,Green Line,2022-07-18 05:00:00,136.773,75.2,0.149,rain,0.0
9200,Green Line,2022-07-18 05:30:00,220.267,75.2,0.149,rain,0.0
9201,Green Line,2022-07-18 06:00:00,388.11,75.2,0.149,rain,0.0
9202,Green Line,2022-07-18 06:30:00,550.643,75.2,0.149,rain,0.0
9203,Green Line,2022-07-18 07:00:00,908.433,75.2,0.149,rain,0.0
9204,Green Line,2022-07-18 07:30:00,1340.51,75.2,0.149,rain,0.0
9205,Green Line,2022-07-18 08:00:00,1661.393,75.2,0.149,rain,0.0
9206,Green Line,2022-07-18 08:30:00,1522.48,75.2,0.149,rain,0.0
9207,Green Line,2022-07-18 09:00:00,767.107,75.2,0.149,rain,0.0
9208,Green Line,2022-07-18 09:30:00,719.197,75.2,0.149,rain,0.0
9209,Green Line,2022-07-18 10:00:00,716.89,75.2,0.149,rain,0.0
9210,Green Line,2022-07-18 10:30:00,698.06,75.2,0.149,rain,0.0
9211,Green Line,2022-07-18 11:00:00,694.933,75.2,0.149,rain,0.0
9212,Green Line,2022-07-18 11:30:00,807.707,75.2,0.149,rain,0.0
9213,Green Line,2022-07-18 12:00:00,783.637,75.2,0.149,rain,0.0
9214,Green Line,2022-07-18 12:30:00,925.703,75.2,0.149,rain,0.0
9215,Green Line,2022-07-18 13:00:00,1042.063,75.2,0.149,rain,0.0
9216,Green Line,2022-07-18 13:30:00,1032.12,75.2,0.149,rain,0.0
9217,Green Line,2022-07-18 14:00:00,1244.76,75.2,0.149,rain,0.0
9218,Green Line,2022-07-18 14:30:00,1084.783,75.2,0.149,rain,0.0
9219,Green Line,2022-07-18 15:00:00,1600.12,75.2,0.149,rain,0.0
9220,Green Line,2022-07-18 15:30:00,1851.59,75.2,0.149,rain,0.0
9221,Green Line,2022-07-18 16:00:00,2161.96,75.2,0.149,rain,0.0
9222,Green Line,2022-07-18 16:30:00,2429.173,75.2,0.149,rain,0.0
9223,Green Line,2022-07-18 17:00:00,3417.8,75.2,0.149,rain,0.0
9224,Green Line,2022-07-18 17:30:00,2313.867,75.2,0.149,rain,0.0
9225,Green Line,2022-07-18 18:00:00,1835.88,75.2,0.149,rain,0.0
9226,Green Line,2022-07-18 18:30:00,1561.65,75.2,0.149,rain,0.0
9227,Green Line,2022-07-18 19:00:00,1285.82,75.2,0.149,rain,0.0
9228,Green Line,2022-07-18 19:30:00,1113.71,75.2,0.149,rain,0.0
9229,Green Line,2022-07-18 20:00:00,935.783,75.2,0.149,rain,0.0
9230,Green Line,2022-07-18 20:30:00,845.193,75.2,0.149,rain,0.0
9231,Green Line,2022-07-18 21:00:00,874.597,75.2,0.149,rain,0.0
9232,Green Line,2022-07-18 21:30:00,667.703,75.2,0.149,rain,0.0
9233,Green Line,2022-07-18 22:00:00,627.76,75.2,0.149,rain,0.0
9234,Green Line,2022-07-18 22:30:00,604.04,75.2,0.149,rain,0.0
9235,Green Line,2022-07-18 23:00:00,430.413,75.2,0.149,rain,0.0
9236,Green Line,2022-07-18 23:30:00,242.703,75.2,0.149,rain,0.0
9237,Green Line,2022-07-19 00:00:00,161.86,82.5,0.023,rain,0.0
9238,Green Line,2022-07-19 00:30:00,75.13,82.5,0.023,rain,0.0
