,route_or_line,date,gated_entries,temp,precip,preciptype,snow,traincnt,single_traincap,line_length_sec,tot_linecap,per_thirty_cap,supply_gap_simple,prev_supply_gap_simple,gated_entries_complex,supply_gap_complex
166,Red Line,2022-06-16,108972.38,65.9,0.0,,0.0,16.5625,852,2520,14111.25,10415.4465,-390969.052,16359.477,125331.857,-374609.575
167,Red Line,2022-06-17,95384.35,75.4,0.003,rain,0.0,15.833333333333334,852,2520,13490.0,9956.904833333334,-382547.082,7376.071,102760.421,-375171.011
168,Red Line,2022-06-18,64807.41,66.5,0.0,,0.0,13.833333333333334,852,2520,11786.0,8699.190229166667,-352753.721,1234.576,66041.986,-351519.145
169,Red Line,2022-06-19,45010.7,56.2,0.311,rain,0.0,13.541666666666666,852,2520,11537.5,8515.773625,-363746.434,956.486,45967.186,-362789.948
170,Red Line,2022-06-20,71392.26,63.0,0.0,,0.0,13.666666666666666,852,2520,11644.0,8594.380666666666,-341138.012,3390.5559999999996,74782.816,-337747.456
171,Red Line,2022-06-21,103608.24,63.1,0.0,,0.0,13.583333333333334,852,2520,11573.0,8541.975958333334,-306406.60599999997,15745.960000000001,119354.2,-290660.646
172,Red Line,2022-06-22,106004.97,61.7,0.0,,0.0,13.479166666666666,852,2520,11484.25,8476.469979166666,-300865.589,18266.909,124271.879,-282598.68
173,Red Line,2022-06-23,102839.35,63.1,0.0,,0.0,13.270833333333334,852,2520,11306.75,8345.458104166666,-297742.639,20328.004,123167.354,-277414.635
174,Red Line,2022-06-24,94537.65,68.0,0.0,,0.0,13.5625,852,2520,11555.25,8528.87475,-314848.338,9082.267,103619.917,-305766.071
175,Red Line,2022-06-25,57325.86,75.4,0.0,,0.0,13.416666666666666,852,2520,11431.0,8437.166416666667,-347658.128,0.0,57325.86,-347658.128
176,Red Line,2022-06-26,44544.77,77.8,0.0,,0.0,12.604166666666666,852,2520,10738.75,7926.220083333334,-335913.794,545.262,45090.032,-335368.532
177,Red Line,2022-06-27,80933.17,72.0,0.654,rain,0.0,13.270833333333334,852,2520,11306.75,8345.458104166666,-319648.819,13099.312,94032.482,-306549.507
178,Red Line,2022-06-28,101667.97,69.5,0.0,,0.0,13.270833333333334,852,2520,11306.75,8345.458145833332,-298914.021,15592.416000000001,117260.386,-283321.605
179,Red Line,2022-06-29,100490.8,71.7,0.001,rain,0.0,13.458333333333334,852,2520,11466.5,8463.368812499999,-305750.903,16468.392,116959.192,-289282.511
180,Red Line,2022-06-30,99479.65,72.6,0.0,,0.0,13.1875,852,2520,11235.75,8293.053354166666,-298586.911,18068.087,117547.737,-280518.824
181,Red Line,2022-07-01,82609.71,78.7,0.0,,0.0,13.5625,852,2520,11555.25,8528.874729166668,-326776.277,7520.043,90129.753,-319256.234
182,Red Line,2022-07-02,53757.96,77.1,0.193,rain,0.0,12.895833333333334,852,2520,10987.25,8109.6367291666675,-335504.603,536.409,54294.369,-334968.194
183,Red Line,2022-07-03,49041.68,77.4,0.0,,0.0,13.166666666666666,852,2520,11218.0,8279.952125,-348396.022,32.946,49074.626,-348363.076
184,Red Line,2022-07-04,51931.68,76.2,0.0,,0.0,15.5,852,2520,13206.0,9747.2855625,-415938.027,0.0,51931.68,-415938.027
185,Red Line,2022-07-05,86439.77,71.8,0.034,rain,0.0,14.75,852,2520,12567.0,9275.642645833334,-358791.077,12362.802,98802.572,-346428.275
186,Red Line,2022-07-06,98922.03,75.1,0.025,rain,0.0,13.729166666666666,852,2520,11697.25,8633.684270833333,-315494.815,13605.14,112527.17,-301889.675
187,Red Line,2022-07-07,100394.58,71.0,0.0,,0.0,13.75,852,2520,11715.0,8646.785479166667,-314651.123,13433.990000000002,113828.57,-301217.13300000003
188,Red Line,2022-07-08,93290.23,74.2,0.0,,0.0,13.416666666666666,852,2520,11431.0,8437.166458333333,-311693.76,9217.315,102507.545,-302476.445
189,Red Line,2022-07-09,51024.4,71.2,0.0,,0.0,9.395833333333334,852,2520,8005.25,5908.636666666666,-232590.16,424.203,51448.603,-232165.957
190,Red Line,2022-07-10,44340.94,69.3,0.0,,0.0,7.791666666666667,852,2520,6638.5,4899.844958333333,-190851.618,755.316,45096.256,-190096.302
191,Red Line,2022-07-11,91313.37,74.0,0.0,,0.0,12.4375,852,2520,10596.75,7821.410416666667,-284114.33,11117.690999999999,102431.061,-272996.639
192,Red Line,2022-07-12,102060.88,77.0,0.001,rain,0.0,13.833333333333334,852,2520,11786.0,8699.19025,-315500.252,17567.305,119628.18500000001,-297932.947
193,Red Line,2022-07-13,102876.69,75.8,0.012,rain,0.0,13.729166666666666,852,2520,11697.25,8633.684291666666,-311540.156,17965.642,120842.332,-293574.514
194,Red Line,2022-07-14,102012.47,72.1,0.165,rain,0.0,13.895833333333334,852,2520,11839.25,8738.493833333334,-317435.234,15670.976999999999,117683.447,-301764.257
195,Red Line,2022-07-15,95707.72,73.3,0.0,,0.0,13.6875,852,2520,11661.75,8607.481895833333,-317451.411,9048.627,104756.347,-308402.784
196,Red Line,2022-07-16,58397.05,75.4,0.0,,0.0,11.958333333333334,852,2520,10188.5,7520.083291666667,-302566.948,0.0,58397.05,-302566.948
197,Red Line,2022-07-17,31287.329999999998,76.9,0.0,,0.0,9.708333333333334,852,2520,8271.5,6105.1545,-261760.086,240.243,31527.573,-261519.843
198,Red Line,2022-07-18,86500.23,75.2,0.149,rain,0.0,12.625,852,2520,10756.5,7939.32125,-294587.19,7125.804,93626.034,-287461.386
199,Red Line,2022-07-19,101015.0,82.5,0.023,rain,0.0,13.645833333333334,852,2520,11626.25,8581.279520833334,-310886.417,16245.819,117260.819,-294640.598
200,Red Line,2022-07-20,101584.37,83.8,0.0,,0.0,13.666666666666666,852,2520,11644.0,8594.380708333332,-310945.904,16048.059000000001,117632.429,-294897.845
201,Red Line,2022-07-21,99880.87,82.5,0.0,,0.0,13.6875,852,2520,11661.75,8607.481937499999,-313278.263,13495.004,113375.874,-299783.259
202,Red Line,2022-07-22,92307.14,84.6,0.0,,0.0,13.729166666666666,852,2520,11697.25,8633.684270833333,-322109.705,11265.715,103572.855,-310843.99
203,Red Line,2022-07-23,28731.72,84.1,0.0,,0.0,9.4375,852,2520,8040.75,5934.8390625,-256140.555,43.483,28775.203,-256097.07200000001
204,Red Line,2022-07-24,21116.05,86.9,0.0,,0.0,8.166666666666666,852,2520,6958.0,5135.666458333333,-225395.94,0.0,21116.05,-225395.94
205,Red Line,2022-07-25,83873.89,84.0,0.0,,0.0,11.875,852,2520,10117.5,7467.678333333333,-274574.67,13353.809000000001,97227.699,-261220.861
206,Red Line,2022-07-26,101421.65,76.8,0.0,,0.0,13.25,852,2520,11289.0,8332.356937499999,-298531.483,15253.41,116675.06,-283278.073
207,Red Line,2022-07-27,102106.72,72.6,0.0,,0.0,13.479166666666666,852,2520,11484.25,8476.469979166666,-304763.839,16761.022,118867.742,-288002.817
208,Red Line,2022-07-28,99298.49,77.3,0.043,rain,0.0,13.8125,852,2520,11768.25,8686.089062500001,-317633.785,13127.539,112426.029,-304506.246
209,Red Line,2022-07-29,91998.7,82.5,0.0,,0.0,13.729166666666666,852,2520,11697.25,8633.684229166667,-322418.143,6775.769,98774.469,-315642.374
210,Red Line,2022-07-30,60457.87,80.6,0.0,,0.0,12.645833333333334,852,2520,10774.25,7952.422500000001,-321258.41,285.193,60743.063,-320973.217
211,Red Line,2022-07-31,47925.21,77.0,0.0,,0.0,11.791666666666666,852,2520,10046.5,7415.273729166667,-308007.929,1301.079,49226.289,-306706.85
212,Red Line,2022-08-01,86674.68000000001,75.9,0.012,rain,0.0,12.4375,852,2520,10596.75,7821.410604166666,-288753.029,12808.242,99482.922,-275944.787
213,Red Line,2022-08-02,96332.46,79.6,0.0,,0.0,11.791666666666666,852,2520,10046.5,7415.273729166667,-259600.679,16162.306,112494.766,-243438.373
214,Red Line,2022-08-03,99754.89,76.2,0.0,,0.0,12.666666666666666,852,2520,10792.0,7965.523625000001,-282590.244,16503.312,116258.202,-266086.932
215,Red Line,2022-08-04,93566.3,83.0,0.0,,0.0,12.416666666666666,852,2520,10579.0,7808.309375,-281232.55,15780.149,109346.449,-265452.401
216,Red Line,2022-08-05,85936.45,80.7,0.064,rain,0.0,12.5,852,2520,10650.0,7860.714083333333,-291377.826,8876.075,94812.525,-282501.751
217,Red Line,2022-08-06,58301.34,83.1,0.004,rain,0.0,12.479166666666666,852,2520,10632.25,7847.612979166667,-318384.083,0.0,58301.34,-318384.083
218,Red Line,2022-08-07,43196.38,85.2,0.037,rain,0.0,12.354166666666666,852,2520,10525.75,7769.0057916666665,-329715.898,838.6590000000001,44035.039000000004,-328877.239
219,Red Line,2022-08-08,81325.83,86.0,0.0,,0.0,12.979166666666666,852,2520,11058.25,8162.041479166666,-310452.161,10632.069,91957.899,-299820.092
220,Red Line,2022-08-09,92637.7,83.1,0.159,rain,0.0,12.354166666666666,852,2520,10525.75,7769.0057916666665,-280274.578,14629.215,107266.915,-265645.363
221,Red Line,2022-08-10,98268.33,68.0,0.0,,0.0,12.458333333333334,852,2520,10614.5,7834.511750000001,-277788.234,15297.572,113565.902,-262490.662
222,Red Line,2022-08-11,96700.63,70.6,0.0,,0.0,12.625,852,2520,10756.5,7939.321270833333,-284386.791,11961.7,108662.33,-272425.091
223,Red Line,2022-08-12,91802.94,72.4,0.0,,0.0,12.770833333333334,852,2520,10880.75,8031.0295,-293686.476,6953.490000000001,98756.43,-286732.986
224,Red Line,2022-08-13,63427.53,67.6,0.0,,0.0,13.458333333333334,852,2520,11466.5,8463.368812499999,-342814.173,898.715,64326.245,-341915.458
225,Red Line,2022-08-14,48965.76,71.2,0.0,,0.0,12.6875,852,2520,10809.75,7978.624812499999,-334008.231,830.579,49796.339,-333177.652
226,Red Line,2022-08-15,84542.36,70.1,0.0,,0.0,13.1875,852,2520,11235.75,8293.053354166666,-313524.201,12165.689,96708.049,-301358.512
227,Red Line,2022-08-16,95324.25,70.5,0.0,,0.0,13.791666666666666,852,2520,11750.5,8672.987791666666,-320979.164,14613.145,109937.395,-306366.019
228,Red Line,2022-08-17,93712.79000000001,70.5,0.012,rain,0.0,13.541666666666666,852,2520,11537.5,8515.773541666667,-315044.34,14138.285,107851.075,-300906.055
229,Red Line,2022-08-18,98071.87,74.1,0.0,,0.0,12.958333333333334,852,2520,11040.5,8148.940291666667,-293077.264,17919.988,115991.858,-275157.276
230,Red Line,2022-08-19,86718.08,80.7,0.0,,0.0,13.0,852,2520,11076.0,8175.1426875,-305688.76900000003,6726.545999999999,93444.626,-298962.223
231,Red Line,2022-08-20,58994.62,78.5,0.0,,0.0,12.854166666666666,852,2520,10951.75,8083.434354166667,-329010.229,558.743,59553.363,-328451.486
232,Red Line,2022-08-21,47450.96,77.4,0.0,,0.0,12.666666666666666,852,2520,10792.0,7965.5235999999995,-310997.602,557.183,48008.143,-310440.419
233,Red Line,2022-08-22,80530.76,69.5,0.441,rain,0.0,12.891304347826088,852,2520,10983.391304347826,8106.788652173913,-292381.518,10732.527,91263.287,-281648.991
234,Red Line,2022-08-23,93793.2,70.1,0.028,rain,0.0,12.659574468085106,852,2520,10785.95744680851,7961.063680851064,-280376.793,13450.625,107243.825,-266926.168
235,Red Line,2022-08-24,99703.04,72.6,0.0,,0.0,13.304347826086957,852,2520,11335.304347826086,8366.533934782608,-285157.521,14711.923999999999,114414.96399999999,-270445.597
236,Red Line,2022-08-25,98387.2,77.2,0.0,,0.0,13.708333333333334,852,2520,11679.5,8620.583104166666,-315400.789,12890.025,111277.225,-302510.76399999997
237,Red Line,2022-08-26,84355.48,76.4,0.405,rain,0.0,12.804347826086957,852,2520,10909.304347826086,8052.105413043478,-286041.369,5908.362,90263.842,-280133.007
238,Red Line,2022-08-27,63880.78,71.4,0.0,,0.0,13.416666666666666,852,2520,11431.0,8437.166458333333,-341103.21,551.723,64432.503,-340551.487
239,Red Line,2022-08-28,48909.42,70.9,0.0,,0.0,12.8,852,2520,10905.6,8049.3712444444445,-313312.286,743.692,49653.112,-312568.594
240,Red Line,2022-08-29,85895.92,75.8,0.0,,0.0,13.893617021276595,852,2520,11837.36170212766,8737.1,-324747.78,7139.798999999999,93035.719,-317607.981
241,Red Line,2022-08-30,93023.2,79.6,0.0,,0.0,13.041666666666666,852,2520,11111.5,8201.3450625,-300641.363,13602.109999999999,106625.31,-287039.253
242,Red Line,2022-08-31,92225.66,77.0,0.329,rain,0.0,12.97872340425532,852,2520,11057.872340425532,8161.762723404256,-291377.188,10846.265,103071.925,-280530.923
243,Red Line,2022-09-01,95453.16,72.8,0.0,,0.0,13.354166666666666,852,2520,11377.75,8397.862875,-307644.25800000003,12446.967,107900.127,-295197.291
244,Red Line,2022-09-02,87491.4,63.7,0.0,,0.0,13.48936170212766,852,2520,11492.936170212766,8482.881191489361,-311204.016,8080.036,95571.436,-303123.98
245,Red Line,2022-09-03,63143.12,66.9,0.0,,0.0,12.977777777777778,852,2520,11057.066666666668,8161.168044444444,-304109.442,0.0,63143.12,-304109.442
246,Red Line,2022-09-04,53543.2,72.7,0.0,,0.0,12.866666666666667,852,2520,10962.4,8091.295,-310565.075,385.392,53928.592,-310179.683
247,Red Line,2022-09-05,41395.44,68.5,0.387,rain,0.0,13.159090909090908,852,2520,11211.545454545454,8275.188068181818,-322712.835,425.243,41820.683,-322287.592
248,Red Line,2022-09-06,97029.86,63.9,0.654,rain,0.0,13.787234042553191,852,2520,11746.72340425532,8670.200382978723,-310469.558,17780.398,114810.258,-292689.16
249,Red Line,2022-09-07,108844.12,65.4,0.0,,0.0,13.645833333333334,852,2520,11626.25,8581.279499999999,-303057.296,19933.739,128777.859,-283123.557
250,Red Line,2022-09-08,113548.5,64.6,0.0,,0.0,13.583333333333334,852,2520,11573.0,8541.9759375,-296466.345,16427.988,129976.488,-280038.357
251,Red Line,2022-09-09,101283.92,66.3,0.0,,0.0,14.106382978723405,852,2520,12018.63829787234,8870.89944680851,-315648.354,9287.892,110571.812,-306360.462
252,Red Line,2022-09-10,70470.94,72.3,0.0,,0.0,13.914893617021276,852,2520,11855.489361702128,8750.479957446809,-340801.618,0.0,70470.94,-340801.618
253,Red Line,2022-09-11,48964.46,73.6,0.0,,0.0,13.106382978723405,852,2520,11166.63829787234,8242.042276595745,-338411.527,180.849,49145.309,-338230.678
254,Red Line,2022-09-12,96129.76,70.3,0.0,,0.0,13.979166666666666,852,2520,11910.25,8790.898479166666,-325833.367,12479.333999999999,108609.094,-313354.033
255,Red Line,2022-09-13,108542.46,69.8,0.153,rain,0.0,13.893617021276595,852,2520,11837.36170212766,8737.100042553191,-302101.242,16084.298999999999,124626.759,-286016.943
256,Red Line,2022-09-14,114303.7,71.6,0.0,,0.0,12.75,852,2520,10863.0,8017.928520833334,-270556.869,15897.533,130201.23300000001,-254659.336
257,Red Line,2022-09-15,114022.1,65.5,0.0,,0.0,12.25531914893617,852,2520,10441.531914893618,7706.844893617022,-248199.61,20471.402000000002,134493.502,-227728.208
258,Red Line,2022-09-16,105930.82,62.9,0.0,,0.0,12.617021276595745,852,2520,10749.702127659575,7934.303808510638,-266981.459,12104.782,118035.602,-254876.677
259,Red Line,2022-09-17,72061.26,60.3,0.0,,0.0,11.72340425531915,852,2520,9988.340425531915,7372.346489361702,-274439.025,598.532,72659.792,-273840.493
260,Red Line,2022-09-18,53303.48,72.0,0.0,,0.0,12.065217391304348,852,2520,10279.565217391304,7587.29802173913,-295712.229,680.629,53984.109,-295031.6
261,Red Line,2022-09-19,95033.85,63.7,0.385,rain,0.0,13.361702127659575,852,2520,11384.170212765957,8402.601574468084,-299888.424,15879.122,110912.972,-284009.302
262,Red Line,2022-09-20,107235.76,60.4,0.011,rain,0.0,13.291666666666666,852,2520,11324.5,8358.5593125,-293975.087,18857.329999999998,126093.09,-275117.757
263,Red Line,2022-09-21,107465.19,62.1,0.001,rain,0.0,13.0,852,2520,11076.0,8175.142666666667,-284941.658,21184.729,128649.919,-263756.929
264,Red Line,2022-09-22,101288.16,64.3,0.743,rain,0.0,12.833333333333334,852,2520,10934.0,8070.3331875,-286087.833,18380.324,119668.484,-267707.509
265,Red Line,2022-09-23,101023.05,54.4,0.0,,0.0,12.659574468085106,852,2520,10785.95744680851,7961.063680851064,-273146.94299999997,11428.555,112451.605,-261718.388
266,Red Line,2022-09-24,67870.46,57.8,0.0,,0.0,12.51063829787234,852,2520,10659.063829787234,7867.40414893617,-301897.535,637.543,68508.003,-301259.992
267,Red Line,2022-09-25,47130.47,61.1,0.0,,0.0,11.717391304347826,852,2520,9983.217391304348,7368.565130434782,-291823.526,0.0,47130.47,-291823.526
268,Red Line,2022-09-26,89915.38,65.5,0.269,rain,0.0,11.543478260869565,852,2520,9835.04347826087,7259.198739130435,-244007.762,12156.062,102071.442,-231851.7
269,Red Line,2022-09-27,107156.42,65.3,0.0,,0.0,13.520833333333334,852,2520,11519.75,8502.672354166667,-300971.853,16545.801,123702.221,-284426.052
270,Red Line,2022-09-28,108648.43000000001,62.9,0.0,,0.0,13.4375,852,2520,11448.75,8450.267625,-296964.416,21997.102,130645.532,-274967.314
271,Red Line,2022-09-29,107254.39,58.0,0.0,,0.0,13.645833333333334,852,2520,11626.25,8581.279604166666,-304647.031,11325.615,118580.005,-293321.416
272,Red Line,2022-09-30,101305.14,53.8,0.0,,0.0,13.541666666666666,852,2520,11537.5,8515.773541666667,-307451.99,12835.732,114140.872,-294616.25800000003
273,Red Line,2022-10-01,50687.72,55.0,0.024,rain,0.0,11.46808510638298,852,2520,9770.808510638299,7211.7872765957445,-288266.282,0.0,50687.72,-288266.282
274,Red Line,2022-10-02,39224.65,55.0,0.0,,0.0,10.604166666666666,852,2520,9034.75,6668.5060416666665,-280863.64,549.986,39774.636,-280313.654
275,Red Line,2022-10-03,95632.04,53.4,0.0,,0.0,12.645833333333334,852,2520,10774.25,7952.422500000001,-286084.24,17361.872,112993.912,-268722.368
276,Red Line,2022-10-04,105725.57,55.1,0.247,rain,0.0,12.729166666666666,852,2520,10845.25,8004.827249999999,-278506.138,18083.95,123809.52,-260422.188
277,Red Line,2022-10-05,100680.65,56.4,0.65,rain,0.0,12.854166666666666,852,2520,10951.75,8083.4344375,-287324.203,13664.54,114345.19,-273659.663
278,Red Line,2022-10-06,110576.89,62.3,0.118,rain,0.0,13.333333333333334,852,2520,11360.0,8384.761770833333,-291891.675,17851.467,128428.357,-274040.208
279,Red Line,2022-10-07,102158.75,66.0,0.0,,0.0,12.520833333333334,852,2520,10667.75,7873.815374999999,-275784.388,7703.976,109862.726,-268080.412
280,Red Line,2022-10-08,71001.04000000001,54.6,0.012,rain,0.0,13.170212765957446,852,2520,11221.021276595744,8282.182170212765,-318261.522,0.0,71001.04000000001,-318261.522
281,Red Line,2022-10-09,57818.04,53.0,0.0,,0.0,12.977777777777778,852,2520,11057.066666666668,8161.167977777778,-309434.519,145.156,57963.195999999996,-309289.363
282,Red Line,2022-10-10,63152.33,55.5,0.031,rain,0.0,13.41304347826087,852,2520,11427.91304347826,8434.887934782608,-324852.515,69.019,63221.349,-324783.496
283,Red Line,2022-10-11,106731.03,56.6,0.0,,0.0,12.645833333333334,852,2520,10774.25,7952.422479166667,-274985.249,20156.492,126887.522,-254828.75699999998
284,Red Line,2022-10-12,108581.52,61.7,0.0,,0.0,13.148936170212766,852,2520,11202.893617021276,8268.802212765959,-280052.184,21037.199,129618.719,-259014.985
285,Red Line,2022-10-13,107244.07,61.7,0.892,rain,0.0,13.4375,852,2520,11448.75,8450.267625,-298368.776,14039.279,121283.349,-284329.497
286,Red Line,2022-10-14,97879.14,63.8,1.313,rain,0.0,12.541666666666666,852,2520,10685.5,7886.9165416666665,-280692.854,11792.724999999999,109671.865,-268900.129
287,Red Line,2022-10-15,62722.33,59.9,0.0,,0.0,9.916666666666666,852,2520,8449.0,6236.1665416666665,-236613.664,0.0,62722.33,-236613.664
288,Red Line,2022-10-16,44299.35,57.8,0.0,,0.0,7.955555555555556,852,2520,6778.133333333333,5002.9076444444445,-180831.494,1181.819,45481.169,-179649.675
289,Red Line,2022-10-17,95938.2,55.7,0.253,rain,0.0,11.854166666666666,852,2520,10099.75,7454.577145833333,-261881.503,16641.909,112580.109,-245239.594
290,Red Line,2022-10-18,108255.25,61.0,0.189,rain,0.0,13.0,852,2520,11076.0,8175.142666666667,-284151.598,23331.231,131586.481,-260820.367
291,Red Line,2022-10-19,109256.67,50.7,0.0,,0.0,13.02127659574468,852,2520,11094.127659574468,8188.522617021277,-275603.893,19261.894,128518.564,-256341.999
292,Red Line,2022-10-20,112162.28,49.9,0.0,,0.0,12.76595744680851,852,2520,10876.595744680852,8027.9633191489365,-265151.996,16421.006,128583.286,-248730.99
293,Red Line,2022-10-21,105940.54,53.1,0.0,,0.0,13.916666666666666,852,2520,11857.0,8751.595020833332,-314136.021,13780.379,119720.919,-300355.642
294,Red Line,2022-10-22,79517.75,56.7,0.0,,0.0,11.638297872340425,852,2520,9915.829787234043,7318.826893617022,-264467.114,0.0,79517.75,-264467.114
295,Red Line,2022-10-23,46912.46,54.2,0.078,rain,0.0,9.717391304347826,852,2520,8279.217391304348,6110.8510869565225,-234186.69,1400.042,48312.502,-232786.648
296,Red Line,2022-10-24,92953.49,56.1,0.101,rain,0.0,12.617021276595745,852,2520,10749.702127659575,7934.303808510638,-279958.789,15298.262,108251.75200000001,-264660.527
297,Red Line,2022-10-25,108105.42,59.1,0.056,rain,0.0,13.8125,852,2520,11768.25,8686.089125,-308826.858,12469.235,120574.655,-296357.623
298,Red Line,2022-10-26,105573.61,60.5,0.355,rain,0.0,12.891304347826088,852,2520,10983.391304347826,8106.788630434783,-267338.667,17415.925,122989.535,-249922.742
299,Red Line,2022-10-27,111486.78,61.4,0.0,,0.0,12.936170212765957,852,2520,11021.617021276596,8135.00285106383,-270858.354,22204.941,133691.721,-248653.413
300,Red Line,2022-10-28,100861.19,46.8,0.0,,0.0,13.46808510638298,852,2520,11474.808510638299,8469.50125531915,-297205.369,12077.482,112938.672,-285127.887
301,Red Line,2022-10-29,53629.54,47.8,0.0,,0.0,9.851063829787234,852,2520,8393.106382978724,6194.911510638298,-237531.301,0.0,53629.54,-237531.301
302,Red Line,2022-10-30,36621.56,50.2,0.0,,0.0,7.888888888888889,852,2520,6721.333333333333,4960.9838666666665,-186622.714,338.85900000000004,36960.419,-186283.855
303,Red Line,2022-10-31,94192.34,56.4,0.0,,0.0,12.416666666666666,852,2520,10579.0,7808.3091875,-280606.501,14289.752,108482.092,-266316.749
304,Red Line,2022-11-01,104649.76,60.9,0.04,rain,0.0,13.375,852,2520,11395.5,8410.964041666666,-299076.514,19499.572,124149.332,-279576.942
305,Red Line,2022-11-02,107300.46,59.0,0.0,,0.0,13.25,852,2520,11289.0,8332.356916666666,-292652.672,20905.333,128205.793,-271747.339
306,Red Line,2022-11-03,107987.68000000001,54.0,0.0,,0.0,13.297872340425531,852,2520,11329.787234042553,8362.461765957447,-285048.023,19160.422000000002,127148.102,-265887.601
307,Red Line,2022-11-04,101547.87,59.9,0.0,,0.0,13.478260869565217,852,2520,11483.478260869566,8475.900347826086,-288343.546,10228.025,111775.895,-278115.521
308,Red Line,2022-11-05,70275.67,65.6,0.0,,0.0,13.355555555555556,852,2520,11378.933333333332,8398.736244444444,-307667.461,0.0,70275.67,-307667.461
309,Red Line,2022-11-06,52162.96,69.6,0.0,,0.0,12.4,852,2520,10564.8,7797.828288888889,-298739.313,1302.602,53465.562,-297436.711
310,Red Line,2022-11-07,96164.68000000001,67.9,0.001,rain,0.0,13.08695652173913,852,2520,11150.08695652174,8229.825869565217,-282407.31,18483.262,114647.942,-263924.048
311,Red Line,2022-11-08,108026.61,49.4,0.0,,0.0,13.217391304347826,852,2520,11261.217391304348,8311.850695652174,-274318.522,22359.642,130386.252,-251958.88
312,Red Line,2022-11-09,108410.75,43.0,0.0,,0.0,13.702127659574469,852,2520,11674.212765957447,8616.680595744681,-296573.238,19469.51,127880.26,-277103.728
313,Red Line,2022-11-10,107353.81,55.6,0.0,,0.0,12.71111111111111,852,2520,10829.866666666667,7993.4728444444445,-252352.468,21368.862,128722.67199999999,-230983.606
314,Red Line,2022-11-11,83222.51,62.6,0.324,rain,0.0,13.458333333333334,852,2520,11466.5,8463.368791666666,-323019.192,2336.174,85558.68400000001,-320683.018
315,Red Line,2022-11-12,53812.12,67.5,0.136,rain,0.0,9.808510638297872,852,2520,8356.851063829787,6168.151680851064,-236091.009,0.0,53812.12,-236091.009
316,Red Line,2022-11-13,34707.090000000004,50.9,0.114,rain,0.0,7.978260869565218,852,2520,6797.478260869565,5017.186065217392,-196083.469,0.0,34707.090000000004,-196083.469
317,Red Line,2022-11-14,94884.64,39.9,0.0,,0.0,11.0,852,2520,9372.0,6917.428425531915,-230234.496,20044.0,114928.64,-210190.496
318,Red Line,2022-11-15,106162.36,38.0,0.001,rain,0.0,12.416666666666666,852,2520,10579.0,7808.309416666667,-268636.49199999997,23428.919,129591.279,-245207.573
319,Red Line,2022-11-16,101047.06,46.6,0.765,rain,0.0,12.979166666666666,852,2520,11058.25,8162.041479166666,-290730.931,24485.216999999997,125532.277,-266245.714
320,Red Line,2022-11-17,109418.6,41.0,0.0,,0.0,13.425531914893616,852,2520,11438.553191489362,8442.74140425532,-287390.246,20337.186,129755.78600000001,-267053.06
321,Red Line,2022-11-18,99842.04,38.5,0.0,,0.0,13.48936170212766,852,2520,11492.936170212766,8482.881191489361,-298853.376,13469.145,113311.185,-285384.231
322,Red Line,2022-11-19,66132.05,36.9,0.0,,0.0,11.458333333333334,852,2520,9762.5,7205.6548125,-279739.381,2346.181,68478.231,-277393.2
323,Red Line,2022-11-20,42577.83,33.7,0.0,,0.0,9.377777777777778,852,2520,7989.866666666667,5897.282711111111,-222799.892,2623.708,45201.538,-220176.184
324,Red Line,2022-11-21,88521.34,32.7,0.0,,0.0,12.291666666666666,852,2520,10472.5,7729.7022708333325,-282504.369,14470.953,102992.293,-268033.416
325,Red Line,2022-11-22,95944.14,41.4,0.0,,0.0,13.875,852,2520,11821.5,8725.3926875,-322874.709,18560.513,114504.653,-304314.196
326,Red Line,2022-11-23,78947.34,44.0,0.0,,0.0,13.770833333333334,852,2520,11732.75,8659.886604166666,-336727.217,8277.092,87224.432,-328450.125
327,Red Line,2022-11-24,23583.77,39.1,0.0,,0.0,12.729166666666666,852,2520,10845.25,8004.827166666667,-360647.934,0.0,23583.77,-360647.934
328,Red Line,2022-11-25,53989.53,47.0,0.012,rain,0.0,12.957446808510639,852,2520,11039.744680851063,8148.382808510638,-328984.462,0.0,53989.53,-328984.462
329,Red Line,2022-11-26,51609.1,45.6,0.0,,0.0,12.977777777777778,852,2520,11057.066666666668,8161.168044444444,-315643.462,0.0,51609.1,-315643.462
330,Red Line,2022-11-27,37522.52,49.3,0.563,rain,0.0,12.933333333333334,852,2520,11019.2,8133.218800000001,-328472.326,675.623,38198.143000000004,-327796.703
331,Red Line,2022-11-28,88722.04,49.8,0.077,rain,0.0,13.375,852,2520,11395.5,8410.964041666666,-315004.234,15581.411999999998,104303.452,-299422.822
332,Red Line,2022-11-29,99895.47,38.5,0.0,,0.0,12.872340425531915,852,2520,10967.234042553191,8094.863042553192,-280563.093,24833.381,124728.851,-255729.712
333,Red Line,2022-11-30,96415.72,49.0,0.668,rain,0.0,12.957446808510639,852,2520,11039.744680851063,8148.382787234043,-286558.271,25174.531,121590.251,-261383.74
334,Red Line,2022-12-01,104677.48,39.9,0.0,,0.0,13.148936170212766,852,2520,11202.893617021276,8268.802212765959,-283956.224,19036.167999999998,123713.648,-264920.056
335,Red Line,2022-12-02,99480.1,39.3,0.0,,0.0,13.446808510638299,852,2520,11456.68085106383,8456.121319148935,-297957.602,13668.679,113148.779,-284288.923
